id,why_reused,section,flag_count,flags,draft_sentence,nearest_deposit_sentence,ratio,disposition
D0441,supported at high confidence,5.2,0,,"The geometry of the balance domain is state dependent and inherited partly from the stock–flow model. **No unrestricted argument can replace an application-specific analysis of $\mathcal B(x,t)$.** This domain is the object against which any scalar certificate claim must be checked (§10.1): a weighted sum certifies componentwise non-negativity on $\mathcal B(x,t)$ only through an implication proved from the physical restrictions that define the domain.","This domain is the object against which any scalar certificate claim must be checked (Section 10.1): a weighted sum certifies componentwise nonnegativity on $\mathcal{B}(x,t)$ only through an implication proved from the physical restrictions that define the domain.",0.717,
D0446,supported at high confidence,,0,,"*The vector $(1-\alpha_{\mathrm{reg}})\bar s$ is the directional support gap, measured in the same service units as $\bar s$.","*Define* $$\alpha_{\mathrm{reg}}(\bar s; x, t) = \sup\{ \alpha \in [0,1] : \alpha \bar s \in \Gamma_{\mathrm{reg}}(x,t) \}.$$ *The vector $(1 - \alpha_{\mathrm{reg}})\bar s$ is the directional support gap, measured in the same service units as $\bar s$.",0.716,
D0201,supported at high confidence,,0,,A physical disturbance on represented material is a different object from a structural discrepancy term. 2. $S^{\top}$ may contain signed entries even though $v\ge 0$.,"First, $d_x$ must itself be typed: a physical disturbance on represented material is a different object from a structural discrepancy term.",0.715,
D0604,supported at high confidence,,0,,"Because reserves are an economic classification rather than a fixed physical stock, it is not a forecast of geological exhaustion without an explicit resource and production model. **No stochastic phosphate extension is required for the interpretation.**","This is a conditional reserve-classification proxy under constant production; because reserves are an economic classification rather than a fixed physical stock, it is not a forecast of geological exhaustion without an explicit resource and production model.",0.711,
D0542,supported at high confidence,6.5.2,0,,"The groundwater column is a trend-to-window-minimum extrapolation, the phosphate column a reserve-life ratio, and the fisheries column a pure-decay proxy with recruitment omitted.","The scope discipline is the tables' load-bearing content: none of the reported numbers is a computed instance of any model's first-hitting time — the groundwater column is a trend-to-window-minimum extrapolation, the phosphate column a reserve-life ratio, and the fisheries column a pure-decay proxy with recruitment omitted.",0.71,
D0153,supported at high confidence,1.2,0,,"A one-period check says nothing about what has to hold over time, namely that the checks do not drift into overshoot as the system moves.","Both readings are instantaneous; a single-period check has no view of what must also hold over time, namely that the checks do not drift into overshoot.",0.709,
D0310,supported at high confidence,3.1,0,,"**Proposition 1 (Layer 2 ⇒ Layer 1, for the conserved quantities).** *If $\ell^{\top}S^{\top}=0$, then $\tfrac{d}{dt}(\ell^{\top}x)=\ell^{\top}b$, and in a closed system ($b=0$) $\ell^{\top}x$ is invariant.*","**Proposition 1.** *Conservation consistency implies accounting consistency for the conserved quantities: if $\ell^\top S_{\mathcal{T}} = 0$, then $\frac{d}{dt}(\ell^\top x) = \ell^\top b$, and in a closed system ($b = 0$), $\ell^\top x$ is invariant.*",0.707,
D0355,supported at high confidence,3.6,0,,Then the first hitting time satisfies $\tau_{\underline B}=\inf\{t\ge0:S(t)\le\underline B\}\le\dfrac{S(0)-\underline B}{\varepsilon}$.*,*Then the first hitting time satisfies* $$\tau_B = \inf\{ t \ge 0 : S(t) \le B \} \le \frac{S(0) - B}{\varepsilon}.$$,0.702,
D0518,supported at high confidence,6.5.1,0,,"The **access structure** — a well, or an index well — is infrastructure rather than the resource.","The access structure — a well or an index well — is infrastructure rather than the resource: it draws on stored water, the stock, which is replenished by recharge, the flow.",0.698,
D0565,supported at high confidence,6.5.4,0,,"A genuinely local biomass-decline ratio $\mathcal H^{\mathrm{loc}}_{\mathcal B}=(\mathcal B-\mathcal B_{\mathrm{lim}})/[-\dot{\mathcal B}]_+$ would require a compatible net $\dot{\mathcal B}$ estimate, and a demographic hitting time would require a fully specified population model; RAM Legacy SSB and $F$ data (Ricard et al., 2012) do not by themselves supply these quantities or models.","A genuinely local biomass-decline ratio $H_B^{\mathrm{loc}} = (B - B_{\lim})/[-\dot B]_+$ would require a compatible net $\dot B$ estimate, and a demographic hitting time a fully specified population model; RAM Legacy SSB and $F$ data (Ricard et al., 2012) do not by themselves supply these quantities or models.",0.69,
D0395,supported at high confidence,4.4,0,,The donor-limitation condition is the exact sufficiency requirement — **algebraic cancellation alone does not establish invariance**.,"The classical lineage of these statements is the compartmental-systems nonnegativity theory (Jacquez and Simon, 1993); the donor-limitation condition is the exact sufficiency requirement — algebraic cancellation alone does not establish invariance.",0.689,
D0583,supported at high confidence,7.3,0,,That equality is the precise sense in which the tabled groundwater numbers are first-passage means of a declared surrogate.,The mean of the stochastic surrogate equals the deterministic trend-to-window-minimum ratio of Section 6.5.1; that equality is the precise sense in which the tabled groundwater numbers are first-passage means of a declared surrogate.,0.688,
D0065,supported at high confidence,1.1,0,,"These are overlapping readings of one pool, not rival claims about it.","These are overlapping readings of the same pool, not mutually exclusive ones.",0.685,
D0408,supported at high confidence,,0,,"*in particular $qEN\in L^1(0,\infty)$, and **no trajectory maintains extraction at the working value $qE^*N^*\approx0.187$ for all time**; with mining restored, $\int_0^\infty(qE(s)N(s)+C_{A,\mathrm{lim}}(s))\,ds\le M(0)$.*","Then $M(t) = M(0) - \int_0^t qE(s)N(s)\, ds \ge 0$, so* $$\int_0^\infty qE(s)N(s)\, ds \le M(0) < \infty;$$ *in particular $qEN \in L^1(0,\infty)$, and no trajectory maintains extraction at the working value $qE^*N^* \approx 0.187$ for all time; with mining restored, $\int_0^\infty \bigl( qE(s)N(s) + C^{A,\mathrm{lim}}(s) \bigr) ds \le M(0)$.*",0.685,
D0561,supported at high confidence,6.5.4,0,,"With $\mathcal B_{\mathrm{lim}}=0.2\max\mathrm{SSB}$ this is the construction tabled as ADH in §6.5.2; the two notations are kept because the boundary hypotheses stated here ($F_{\mathrm{now}}>0$, $\mathrm{SSB}_{\mathrm{now}}>\mathcal B_{\mathrm{lim}}$) are exactly the conditions of the positive sub-cohort of §6.5.2 (35 stocks, median 2.9 yr).","With $B_{\lim} = 0.2 \max \mathrm{SSB}$ this is the construction tabled as ADH in Section 6.5.2; the two notations are kept because the boundary hypotheses stated here ($F_{\mathrm{now}} > 0$, $\mathrm{SSB}_{\mathrm{now}} > B_{\lim}$) are exactly the conditions of the positive sub-cohort of Section 6.5.2 (35 stocks, median $2.9$ yr); the reported Section 6.5.2 median ($\approx 1.8$ yr) additionally carries the eight zero entries for stocks at or below the reference, per the zero convention of the source caption.",0.684,
D0139,supported at high confidence,1.2,0,,A chemical that is a product in one setting is waste-in-waiting in another.,"So a chemical substance that is a product in one context is waste-in-waiting in another, and no substance is waste by its nature.",0.68,
D0344,supported at high confidence,3.5,0,,"1. **The bounds are conservative.** They hold for *all* flux selections in the declared boxes, including selections that are not jointly realizable by the coupled dynamics.","The bounds are conservative: they hold for *all* flux selections in the declared boxes, including selections that are not jointly realizable by the coupled dynamics, so the certificate may fail when a trajectory with jointly realizable fluxes would pass; attainability requires solving or bounding the coupled system.",0.678,
D0590,supported at high confidence,,0,,"It is therefore a path-dependent, record-relative threshold, not an independently identified hydrological failure floor.","It is therefore a path-dependent, record-relative threshold, not an independently identified hydrological failure floor; future passage below it represents a record-breaking stress event under the surrogate, not physical exhaustion.",0.678,
D0004,signposting: asserts nothing,,0,,This article builds a bookkeeping layer that refuses both.,This article builds the accounting layer that resists these failures.,0.672,
D0049,supported at high confidence,1.1,0,,"A severe deficit in one component can therefore coexist with a date that still falls late in the year (Lin et al., 2018; Wackernagel and Beyers, 2019; Blomqvist et al., 2013).","Earth Overshoot Day aggregates component flows into a single calendar date, so a severe deficit in one component can coexist with a date that still falls late in the year (Lin et al., 2018; Wackernagel and Beyers, 2019; Blomqvist et al., 2013).",0.668,
D0430,supported at high confidence,5,0,,Internal physical transfers are not services merely because they appear in a ledger.,"Internal physical transfers are not services merely because they appear in a ledger: a typed readout identifies the delivered flow, its boundary, and any unit conversion.",0.667,
D0636,supported at high confidence,9,0,,The interface is viable — but **not** because the closed primitive ledger dynamically reduces to the open working system.,"The interface is viable, but not because the closed primitive ledger dynamically reduces to the open working system: the two are different completions, and the contract records both the exact shared object and the rejected mapping.",0.667,
D0206,supported at high confidence,2.2,0,,"Let $x_L=(N,A_{\mathrm{act}},A_{\mathrm{geo}},U)$, with $N$ the living stock, $A_{\mathrm{act}}$ the active abiotic pool, $A_{\mathrm{geo}}$ the geological donor and $U$ the detritus compartment.","Let $$x_L = (N, A^{\mathrm{act}}, A^{\mathrm{geo}}, U), \qquad s = \frac{A^{\mathrm{act}}}{A^{\mathrm{act}} + A_0}, \qquad \sigma = \frac{A^{\mathrm{geo}}}{A^{\mathrm{geo}} + A_{g0}},$$ with $N$ the living stock, $A^{\mathrm{act}}$ the active abiotic pool, $A^{\mathrm{geo}}$ the geological donor, and $U$ the detritus compartment.",0.663,
D0431,supported at high confidence,5,0,,"A typed readout identifies the delivered flow, its boundary, and any unit conversion.","Internal physical transfers are not services merely because they appear in a ledger: a typed readout identifies the delivered flow, its boundary, and any unit conversion.",0.661,
D0631,signposting: asserts nothing,,0,,The growth function $g$ of this paragraph is a declared constitutive readout on the stock **for this extractor-side remark only**.,"The growth function $g$ of this paragraph is a declared constitutive readout on the stock for this extractor-side remark only; it is not a primitive of the closed natural block of Section 2, and nothing in this section is promoted into the typed ledger.",0.661,
D0637,supported at high confidence,9,0,,"The two are different completions, and the contract records both the exact shared object and the rejected mapping.","The interface is viable, but not because the closed primitive ledger dynamically reduces to the open working system: the two are different completions, and the contract records both the exact shared object and the rejected mapping.",0.661,
D0508,supported at high confidence,6.5,0,,"The numerical exhibits that follow are worked instances of the constructions, and **the classification of each row does not depend on the magnitudes**.","The classification matrix records, quantity by quantity, what each application computes and what each object is; the numerical exhibits that follow are worked instances of the constructions, and the classification of each row does not depend on the magnitudes.",0.66,
D0682,supported at high confidence,10.1,0,,"For every weight vector $w\in\mathbb R^m_+$, $w\ne0$, there exist a typed ledger as in §2, a demand vector $d$, and an admissible state–operation pair $(x,u)$ with $u\in\mathcal U(x,t)$ whose attainable balance $b=O(x,u,\theta)-d$ satisfies $w^{\top}b\ge0$ while $b_m<0$ for some component $m$.","For every weight vector $w \in \mathbb{R}_+^m$, $w \neq 0$, there exist a typed ledger as in Section 2, a demand vector $d$, and an admissible state–operation pair $(x, u)$ with $u \in \mathcal{U}(x,t)$ whose attainable balance $b = \mathcal{O}(x,u,\theta) - d$ satisfies $w^\top b \ge 0$ while $b_m < 0$ for some component $m$.",0.66,
D0387,supported at high confidence,4.3,0,,Writing these flows explicitly is preferable to preserving a nominal invariant by allowing an unobserved or finite donor compartment to become negative.,"And open systems are explicit: imports, exports, atmospheric losses, and cross-boundary transport enter as typed boundary fluxes, giving $\dot M_6 = I_{\partial} - O_{\partial}$; writing these flows explicitly is preferable to preserving a nominal invariant by allowing an unobserved or finite donor compartment to become negative.",0.657,
D0100,supported at high confidence,1.1,0,,"What Section 6.5.2 actually reports is per-resource, per-pool horizons for each component, at each object's own status.","What Section 6.5.2 actually reports is per-resource, per-pool component-resolved horizons at each object's own status — not a supporting-pool column that the applied data do not carry.",0.653,
D0415,supported at high confidence,,0,,"Assume (H1) $\chi$ is absolutely continuous between locally finite event times, with left and right limits at events; (H2) $\dot\chi=S\eta+b$ with $\eta\ge0$, separate reverse columns, and donor-limited negative boundary flows; (H3) $L^{\top}S=0$.",*(H1) $\chi$ is absolutely continuous between locally finite event times with left and right limits at events.*,0.652,
D0258,supported at high confidence,2.4,0,,so total mass is conserved exactly when both boundary transfers vanish.,"Adding the four equations gives the mass balance $$\frac{d}{dt}(S + K + N + P) = I_N - Q_P,$$ so total mass is conserved exactly when both boundary transfers vanish.",0.651,
D0445,supported at high confidence,5.3,0,,"**Definition 2 (Directional regenerative-support fraction and gap).** *Assume (H1) $0\in\Gamma_{\mathrm{reg}}(x,t)$; (H2) a nonzero service direction $\bar s\ge0$ is chosen.",**Definition 2 (Directional regenerative-support fraction and gap).** *Assume:*,0.651,
D0591,supported at high confidence,,0,,"Future passage below it represents a record-breaking stress event under the surrogate, not physical exhaustion.","It is therefore a path-dependent, record-relative threshold, not an independently identified hydrological failure floor; future passage below it represents a record-breaking stress event under the surrogate, not physical exhaustion.",0.651,
D0087,supported at high confidence,1.1,0,,"The groundwater two-pool model is a **registered open gap**, and the applied object actually admitted is a one-pool affine approximation (Section 8.2).","The groundwater two-pool model is a registered open gap whose admitted applied object is the one-pool affine approximation (Section 8.2), and spawning biomass is explicitly not an abiotic support pool (Section 6.5.4).",0.647,
D0120,signposting: asserts nothing,1.1,0,,"Separating these layers, and proving what each one buys, is this article's first task (Section 3).","Separating these layers and proving their relationships, so that each claim about a material system carries the predicate it actually establishes, is this article's first task (Section 3).",0.642,
D0138,supported at high confidence,1.2,0,,"So they are not waste. **Waste is a relationship, not a property of a substance.** Waste is matter that, under the present relation and the present circumstances, accumulates because there is not yet the knowledge, the technology, or the timely redistribution to use it.","It is the matter that, under the present relation and circumstances, accumulates because it cannot be put to immediate use for lack of knowledge, technology, or timely redistribution.",0.642,
D0190,supported at high confidence,2.1,0,,"""Carbon in the atmosphere"" is a place-specific stock, not a moiety.","""Carbon in the atmosphere"" is a location-specific stock, not a moiety: carbon is the moiety, and the atmosphere is a compartment.",0.641,
D0306,supported at high confidence,,0,,"Layer 1 Accounting consistency the balance law (1) holds almost everywhere on [0,T] Layer 2 Conservation consistency ℓᵀSᵀ = 0 for every declared conserved quantity ℓ Layer 3 Barrier safety for declared lower and upper barriers, B_m(t) ≤ S_m(t) ≤ B̄_m(t) for every component m and every t ∈ [0,T], where S = Cx is the moiety-composition readout","**Layer 3: Barrier safety.** For declared lower and upper barriers $\underline{B}_m(t) \le S_m(t) \le \overline{B}_m(t)$ for every component $m$ and every $t \in [0,T]$, where $S = Cx$ is the moiety-composition readout.",0.637,
D0460,supported at high confidence,5.4,0,,"the memory input of the institutional dynamics is a smoothed stock-decline rate, exactly the positive part of the decline.","**Decline pressure.** In the registered delay family the depletion-pressure classification is $\Lambda(t) = \max\{0, qE(t)N(t) - R(N(t), A^{\mathrm{act}}(t))\} = \max\{0, -\dot N(t)\}$: the memory input of the institutional dynamics is a smoothed stock-decline rate, exactly the positive part of the decline.",0.633,
D0519,supported at high confidence,6.5.1,0,,"It draws on stored water (the stock), which is replenished by recharge (the flow).","The access structure — a well or an index well — is infrastructure rather than the resource: it draws on stored water, the stock, which is replenished by recharge, the flow.",0.628,
D0318,supported at high confidence,,0,,"This is a **conjunctive** criterion: all moiety barriers must be satisfied simultaneously, and no weighted aggregate $\sum_m w_m S_m$ is used as the decision criterion.","The typed safety set at time $t$ is $$\mathcal{K}(t) = \{ x \ge 0 : \underline{B}(t) \le Cx \le \overline{B}(t) \},$$ and the non-compensatory assessment reads $$\mathcal{V}_{\mathrm{typed}} = \{ x(\cdot) : x(t) \in \mathcal{K}(t)\ \forall t \in [0,T] \}.$$ This is a conjunctive criterion: all moiety barriers must be satisfied simultaneously, and no weighted aggregate $\sum_m w_m S_m$ is used as the decision criterion.",0.621,
D0620,supported at high confidence,8.1,0,,"The template's competing-model ladder is an identification object, and its falsification protocols — *which observation would reject which routing assumption* — are recorded obligations, not results.",The ladder's competing-model structure and its falsification protocols are recorded obligations rather than results.,0.62,
D0698,supported at high confidence,10.2,0,,"A diagnostic index that mixes basins and reserves (the ranking device of §6.5.2) is identified as such in the text that reports it. **Double counting is a representation error, and the representation that prevents it is the contribution.**","Double counting is a representation error, and the representation that prevents it is the contribution.",0.616,
D0541,supported at high confidence,6.5.2,0,,**The scope discipline is the tables' load-bearing content.** None of the reported numbers is a computed instance of any model's first-hitting time.,"The scope discipline is the tables' load-bearing content: none of the reported numbers is a computed instance of any model's first-hitting time — the groundwater column is a trend-to-window-minimum extrapolation, the phosphate column a reserve-life ratio, and the fisheries column a pure-decay proxy with recruitment omitted.",0.615,
D0651,supported at high confidence,,0,,"under the registered scale separation ($\sigma\approx1$): approximately **0.535** stock units per year at the working point's quasi-rest detritus level (where $\gamma_UU=\mathcal T^*\approx4.47$, the gross uptake at the working point) and $\kappa_AK=\mathbf{5.000}$ stock units per year at $U=0$ — an $O(1)$ to $O(\kappa_AK)$ discrepancy, not a small residual.","At the working equilibrium the two $A^{\mathrm{act}}$ vector fields, written at the same state $(N, A^{\mathrm{act}}, U)$, differ by $\omega_A\bigl(A^{\mathrm{eq,W}} - A^{\mathrm{eq,intrinsic}}\sigma\bigr) - \gamma_U U = \kappa_A K - \gamma_U U$ under the registered scale separation ($\sigma \approx 1$): approximately $0.535$ stock units per year at the working point's quasi-rest detritus level (where $\gamma_U U = T^* \approx 4.47$, the gross uptake at the working point) and $\kappa_A K = 5.000$ stock units per year at $U = 0$ — an $O(1)$ to $O(\kappa_A K)$ discrepancy, not a small residual.",0.615,
D0131,supported at high confidence,1.2,0,,"Natural regeneration is far slower, sometimes on geological timescales, and it is included for physical completeness rather than as a co-equal mechanism (Daly, 1990).","On human-relevant timescales substitution is the dominant term; natural regeneration acts far more slowly — often on deep-time scales — and is included for physical completeness rather than as a co-equal mechanism (Daly, 1990).",0.606,
D0512,supported at high confidence,6.5.1,0,,the fitted distance to the series' own historical minimum divided by the fitted decline rate.,A groundwater anomaly index fits a trend to a satellite product and reports the fitted distance to the series' own minimum divided by the fitted rate.,0.603,
D0488,supported at high confidence,6.2,0,,"The three quantities of §6.1 coincide only under a declared rate bracket, and the false implication $g>0\Rightarrow\dot A<0$ is the reason.","At a stationary state ($\dot A = 0$) with $g > 0$, $H_A^{\mathrm{loc}} = +\infty$ while $H_A^{\mathrm{gross}} < \infty$: the three quantities of Section 6.1 coincide only under a declared rate bracket, and the false implication $g > 0 \Rightarrow \dot A < 0$ is the reason.",0.602,
D0507,supported at high confidence,6.5,0,,"The classification matrix records, quantity by quantity, what each application computes and what each object is.","The classification matrix records, quantity by quantity, what each application computes and what each object is; the numerical exhibits that follow are worked instances of the constructions, and the classification of each row does not depend on the magnitudes.",0.599,
D0191,supported at high confidence,2.1,0,,Carbon is the moiety; the atmosphere is a compartment.,"""Carbon in the atmosphere"" is a location-specific stock, not a moiety: carbon is the moiety, and the atmosphere is a compartment.",0.598,
D0472,supported at high confidence,,0,,Net depletion is a balance property.,Gross uptake measures throughput or dependency; net depletion is a balance property.,0.598,
D0368,supported at high confidence,3.6,0,,It is loss of access to matter in the form and place that supports the service in question.,"The boundary discipline this proposition fixes is the ecological-economics one of Daly (1990): depletion is not loss of matter, it is loss of access to matter in the form and place that supports the service in question.",0.594,
D0582,supported at high confidence,7.3,0,,The mean of the stochastic surrogate equals the deterministic trend-to-window-minimum ratio of §6.5.1.,The mean of the stochastic surrogate equals the deterministic trend-to-window-minimum ratio of Section 6.5.1; that equality is the precise sense in which the tabled groundwater numbers are first-passage means of a declared surrogate.,0.594,
D0386,supported at high confidence,4.3,0,,"And open systems are explicit: imports, exports, atmospheric losses and cross-boundary transport enter as typed boundary fluxes, giving $\dot M_6=I_\partial-O_\partial$.","And open systems are explicit: imports, exports, atmospheric losses, and cross-boundary transport enter as typed boundary fluxes, giving $\dot M_6 = I_{\partial} - O_{\partial}$; writing these flows explicitly is preferable to preserving a nominal invariant by allowing an unobserved or finite donor compartment to become negative.",0.593,
D0511,supported at high confidence,6.5.1,0,,"For a basin-mean anomaly series over the reported April 2002 – September 2023 window, the linear-trend anomaly persistence index is","For a basin-mean anomaly series over the reported April 2002–September 2023 window, the linear-trend anomaly persistence index is $$L_{\mathrm{hist}}^{\mathrm{anom}} = \frac{a_{\mathrm{latest}} - a_{\mathrm{hist,min}}}{\bigl[ -\widehat{\dot a} \bigr]_+},$$ the fitted distance to the series' own historical minimum divided by the fitted decline rate.",0.591,
D0098,supported at high confidence,1.1,0,,The two-pool architecture exists to make the wear measurable while the cable still holds.,"The two-pool architecture exists for exactly this reason: to make the wear measurable while the cable still holds, not to predict the snap (Section 7 states what the passage-time results do and do not condition on).",0.59,
D0330,supported at high confidence,,0,,"With $h_m(t)\ge0$ the net outflow of moiety $m$ across the system boundary and $r_m(t)\ge0$ the net inflow, the sign convention reads","With $h_m(t) \ge 0$ the net outflow of moiety $m$ across the system boundary and $r_m(t) \ge 0$ the net inflow, the sign convention reads $$S_m(t) = S_m(0) + \int_0^t \bigl( r_m(\tau) - h_m(\tau) \bigr) d\tau,$$ and the barrier-safety (non-depletion) condition is $$S_m(0) + \int_0^t \bigl( r_m(\tau) - h_m(\tau) \bigr) d\tau \ge \underline{B}_m(t).$$",0.589,
D0601,supported at high confidence,,0,,"Under the deterministic surrogate $\dot G=-P$ with constant production $P>0$, the first-passage time to a fixed threshold $G_{\min}\in[0,G_0)$ is","Under the deterministic surrogate $\dot G = -P$ with constant production $P > 0$, the first-passage time to a fixed threshold $G_{\min} \in [0, G_0)$ is $$T_{\mathrm{phos}} = \frac{G_0 - G_{\min}}{P},$$ the reserve-life ratio being the $G_{\min} = 0$ special case and a threshold fraction $\varepsilon G_0$ giving $(1-\varepsilon)G_0/P$.",0.586,
D0070,supported at high confidence,1.1,0,,What decides it is the ratio between the pool's renewal rate and the rate at which it is used.,What decides is the renewal rate of the pool relative to the rate of use.,0.585,
D0402,supported at high confidence,4.6,0,,"**Theorem 13 (Vanishing-extraction rest set).** *With vanishing extraction ($E\equiv0$), the rest points of the closed natural block (2) are **exactly** the three sets — the extinction family $\mathsf R_{\mathrm{ext}}$, the carrying-capacity family $\mathsf R_K$, and the frozen-biomass face $\mathsf R_{\mathrm{frozen}}$; the union symbol $\mathsf R_0=\mathsf R_{\mathrm{ext}}\cup\mathsf R_K$ is retained for the two geochemical families:*","**Theorem 13 (Vanishing-extraction rest set).** *With vanishing extraction ($E \equiv 0$), the rest points of the closed natural block (2) are exactly the three sets — the extinction family $\mathcal{R}_{\mathrm{ext}}$, the carrying-capacity family $\mathcal{R}_K$, and the frozen-biomass face $\mathcal{R}_{\mathrm{frozen}}$; the union symbol $\mathcal{R}_0 = \mathcal{R}_{\mathrm{ext}} \cup \mathcal{R}_K$ is retained for the two geochemical families:* $$\mathcal{R}_{\mathrm{ext}} = \bigl\{ N = 0,\ U = 0,\ A^{\mathrm{act}} = A^{\mathrm{eq,intrinsic}}\,\sigma(A^{\mathrm{geo}}),\ A^{\mathrm{geo}} \ge 0 \bigr\}, \qquad \mathcal{R}_K = \bigl\{ N = K,\ U = \kappa_A K s/\gamma_U,\ A^{\mathrm{act}} = A^{\mathrm{eq,intrinsic}}\,\sigma,\ A^{\mathrm{geo}} \ge 0 \bigr\},$$ *where in the second family $s = A^{\mathrm{act}}/(A^{\mathrm{act}} + A_0)$ is evaluated at the solution — together with the frozen-biomass face $\mathcal{R}_{\mathrm{frozen}} = \{(N, 0, 0, 0) : N \ge 0\}$, on which $s = 0$ identically and the biomass is frozen at its initial value.",0.581,
D0148,supported at high confidence,1.2,0,,The multi-compartment ledger is the vector reading: does the cycle close only by emptying a critical compartment or by over-filling the waste one?,"The multi-compartment ledger is the vector reading: does it close only by drawing down a critical compartment or by over-filling the waste compartment — that is, are local depletions or waste accumulation merely being pushed off-book?",0.58,
D0602,supported at high confidence,,0,,"the reserve-life ratio being the $G_{\min}=0$ special case, and a threshold fraction $\varepsilon G_0$ giving $(1-\varepsilon)G_0/P$.","Under the deterministic surrogate $\dot G = -P$ with constant production $P > 0$, the first-passage time to a fixed threshold $G_{\min} \in [0, G_0)$ is $$T_{\mathrm{phos}} = \frac{G_0 - G_{\min}}{P},$$ the reserve-life ratio being the $G_{\min} = 0$ special case and a threshold fraction $\varepsilon G_0$ giving $(1-\varepsilon)G_0/P$.",0.58,
D0285,supported at high confidence,2.5,0,,Habitat-induced failed recruitment is a **prevented inflow**.,Habitat-induced failed recruitment is a prevented inflow — routing it into product or waste would create mass that was never in the stock.,0.579,
D0348,supported at high confidence,3.5,0,,"And the envelope is an interval computation on the flux data, **not a forecast**.","And the envelope is an interval computation on the flux data, not a forecast: it says nothing about what the fluxes will be, only about what every admissible flux path implies for the stock.",0.575,
D0388,supported at high confidence,4.3,0,,Theorems 7–9 are three instances of the conservation lemma of Proposition 1.,The logical relations are the content of the next two propositions.,0.571,
D0704,supported at high confidence,10.4,0,,1. **(i)** The two-pool exact specialization of the groundwater template remains **open**.,"(i) The two-pool exact specialization of the groundwater template remains open; the admitted object is the one-pool affine approximation, and no two-pool model is claimed as established (Section 8.2).",0.564,
D0389,supported at high confidence,4.3,0,,"Each is the identity $\tfrac{d}{dt}(\ell^{\top}x)=\ell^{\top}b$ for a declared ledger and boundary with $\ell=\mathbb 1$, differentiated only by which compartments the declaration includes.",Theorems 7–9 are three instances of the conservation lemma of Proposition 1 — each is the identity $\frac{d}{dt}(\ell^\top x) = \ell^\top b$ for a declared ledger and boundary with $\ell = \mathbf{1}$ — differentiated only by which compartments the declaration includes.,0.563,
D0074,supported at high confidence,1.1,0,,"If a pool regrows too slowly for the rate at which it is taken, the drawdown is liquidation however large the pool is.","A drawdown is recoverable only insofar as the pool regenerates faster than it is taken; if a pool regenerates too slowly for the rate at which it is taken, drawdown is still liquidation.",0.562,
D0293,supported at high confidence,,0,,*and let $X_0$ solve the limiting equation with the same initial value.,*Let $X_\kappa$ solve $\dot X_\kappa = \mu X_\kappa A_\kappa/(\kappa + A_\kappa) - \delta X_\kappa - cX_\kappa^2 - qE(t)X_\kappa$ and $X_0$ solve the limiting equation with the same initial value.,0.559,
D0632,signposting: asserts nothing,,0,,"It is not a primitive of the closed natural block of §2, and nothing in this section is promoted into the typed ledger.","The growth function $g$ of this paragraph is a declared constitutive readout on the stock for this extractor-side remark only; it is not a primitive of the closed natural block of Section 2, and nothing in this section is promoted into the typed ledger.",0.556,
D0196,supported at high confidence,2.1,0,,Entries are added within a row only when their types and units agree.,"Entries are added within a row only when their types and units agree; a conversion between types is represented by an explicit stoichiometric coefficient, never by an implicit sum.",0.555,
D0668,supported at high confidence,9,0,,"At the closed-block extraction rate $c=qE^*N^*\approx0.187$ stock units per year, the budget bound is $G_0/c\approx2\times10^{6}$ years; at the working completion's recharge flux $\mathcal B^*\approx4.652$ stock units per year, the draw scale is $G_0/\mathcal B^*\approx8.6\times10^{4}$ years.","The scale must name its flux: at the closed-block extraction rate $c = qE^*N^* \approx 0.187$ stock units per year the budget bound is $G_0/c \approx 2 \times 10^6$ years, while at the working completion's recharge flux $B^* \approx 4.652$ stock units per year the draw scale is $G_0/B^* \approx 8.6 \times 10^4$ years — the ""tens of thousands of years"" heuristic uses the working flux (at $G_0/A^{\mathrm{act}*} = 10^3$), and both scales sit far above the institutional delays of the companion family.",0.547,
D0713,supported at high confidence,11,0,,"Collapsing them into one ""time to depletion"" is what makes them false.","Stating them with those questions — against the published critiques they corroborate — is what makes them usable; collapsing them into one ""time to depletion"" is what makes them false.",0.547,
D0652,supported at high confidence,,0,,"The two same-state flux readings behind it are the working recharge $\omega_A(A_{\mathrm{eq},W}-A_{\mathrm{act},*})=4.652$ and the closed donor flow $e_{GA}-e_{AG}\approx-0.348$, whose signed difference is $4.652+0.348=5.000=\kappa_AK$.","The two same-state flux readings behind it are the working recharge $\omega_A(A^{\mathrm{eq,W}} - A^{\mathrm{act,*}}) = 4.652$ and the closed donor flow $e_{GA} - e_{AG} \approx -0.348$, whose signed difference is $4.652 + 0.348 = 5.000 = \kappa_A K$; the difference is $U$-dependent because the working field omits the detritus return $\gamma_U U$ that the closed field carries — the U-handling split is part of this obstruction, and $B^* - R^* = T^*$ is the working system's turnover balance, not the field difference. 3.",0.546,
D0010,signposting: asserts nothing,,0,,"Three things are then proved, in full, inside the article.",Three clarifications are part of the statement.,0.535,
D0420,supported at high confidence,4.9,0,,"It does **not** prove forward invariance of the six material states, or physical admissibility of every term.",Summing the six material equations of a ten-state admissibility template gives the exact identity $$\frac{d}{dt}\bigl( \bar X_A + X_J + P + U + A + G \bigr) = 0.$$ This is an algebraic cancellation only: it does not prove forward invariance of the six material states or physical admissibility of every term.,0.535,
