concordance_id,source_id,source_item,source_inventory,item_type,canonical_module,canonical_object,primary_mapping,mapping_status,assumptions_model_class,proof_evidence_status,publication_artifact_status,destination_paper,monograph_chapter,interface_dependency,review_state,notes
CC-A003-011,A003,two-channel liquidation variant;,research_program/article_003_institutional_feedback/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A003-012,A003,stage-structured variant;,research_program/article_003_institutional_feedback/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A003-013,A003,sampled-review variant;,research_program/article_003_institutional_feedback/formal_content_inventory.md,inventory_item,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 5,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion.
CC-A003-014,A003,thermodynamic-tether variant;,research_program/article_003_institutional_feedback/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A003-015,A003,unified-core variant.,research_program/article_003_institutional_feedback/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A004-001,A004,H0: aggregate regional phosphorus balance,research_program/article_004_phosphorus/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A004-002,A004,H1: multi-compartment regional/catchment model,research_program/article_004_phosphorus/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A004-003,A004,H2: spatial trade-network/catchment model,research_program/article_004_phosphorus/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A005-001,A005,H0: one-pool storage;,research_program/article_005_groundwater/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A005-002,A005,H1: fast/slow two-pool storage with bidirectional leakage;,research_program/article_005_groundwater/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A005-003,A005,H2: distributed or higher-dimensional groundwater model.,research_program/article_005_groundwater/formal_content_inventory.md,inventory_item,ledger_diagnostics,"ledger, services, admissible set, theorem record",EXACT_SPECIALIZATION,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,source_specific_empirical_status_check_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion.
CC-A005-004,A005,scarcity-amplifying extraction;,research_program/article_005_groundwater/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A005-005,A005,protective restraint/restoration;,research_program/article_005_groundwater/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,UNRESOLVED,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
CC-A005-006,A005,inertia/capture/state-dependent action.,research_program/article_005_groundwater/formal_content_inventory.md,inventory_item,formal_foundations,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion.
CC-A006-001,A006,Sound; jump interpretation clarification needed,research_program/article_006_robust_epistemic/formal_result_inventory.md,Conditional hybrid moiety balance,ledger_diagnostics,"ledger, services, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): theorem + proof verified in source §2 (conditional hybrid moiety balance; integrate between locally finite events and telescope the left/right jump differences); module ledger_diagnostics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline. jump-interpretation clarification recorded: an internal-transformation jump requires L^T(r+−r−)=0 or a jump incidence factorization with left-kernel conservation, a boundary-crossing jump is a boundary impulse; the yield-routing obligation of the same section rides this theorem; superseded-but-preserved versus CC-A002-008 (typed hybrid conservation) — canonical source selection at paper time"
CC-A006-002,A006,Sound under stated RFDE/reset assumptions; phase-space detail needed,research_program/article_006_robust_epistemic/formal_result_inventory.md,Conditional hybrid history-cone invariance,formal_foundations,"state, model, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): theorem + proof verified in source §2 (conditional hybrid history-cone invariance: quasipositivity at zero material components + reset positivity + induction over the locally finite event sequence); module formal_foundations corrected (intake: nonlinear_dynamics); mapping EXACT_SPECIALIZATION confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to formal_foundations (intake: nonlinear_dynamics) by cross-source family consistency: the same nonnegative-invariance family for ordinary/hybrid/RFDE modes is classified formal_foundations (CC-A002-011); destination Paper 4 unchanged, matching CC-A002-011; the interval-of-existence limitation and the positivity-only scope (the source's own remark: positivity, boundedness, persistence, and viability are distinct) preserved; superseded-but-preserved versus CC-A002-011"
CC-A006-003,A006,Conditional invocation of established theory,research_program/article_006_robust_epistemic/formal_result_inventory.md,Conditional full-information viability benchmark,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 5,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): proposition verified in source §3 (conditional full-information viability benchmark — a conditional invocation of established controlled-invariance theory; no proof on the line); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now conditional_or_open. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. the source's own claim-status table: ""conditional benchmark / finite-dimensional ODE"" and the source's own remark: ""an ideal ODE benchmark. It is not a theorem for delayed, sampled, partially observed institutions""; the canonical theorem of the invoked family is CC-A001-023 (formal_foundations, Paper 2) — at paper time the benchmark is cited as the ideal limit of the sampled-governance comparison, with the A001 robust-tangency family as the formal source"
CC-A006-004,A006,Correct; second counterexample should be explicit,research_program/article_006_robust_epistemic/formal_result_inventory.md,Stability and safety are independent,formal_foundations,"state, model, admissible set, theorem record",COUNTEREXAMPLE_OR_LIMIT,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): lemma + proof verified in source §3 (stability and safety are independent: xdot=−(x+1) with safe set [0,∞) for the first statement; a nominally safe stable system with a disturbance class driving the state outside the set for the second); module formal_foundations corrected (intake: nonlinear_dynamics); mapping COUNTEREXAMPLE_OR_LIMIT confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to formal_foundations (intake: nonlinear_dynamics) and destination corrected Paper 4 → Paper 2: the lemma is not delay-specific — it is an explicit failure boundary of viability theory, the CC-A001-008 counterexample family's module and destination; the architecture lists repaired A006 fragments among Paper 2's sources; the second counterexample remains verbal in both the upload and the corrected article — the evaluation record supplies the explicit example (xdot=−x+w, w∈[−2,2], C=[−1,1]) as a paper-time obligation"
CC-A006-005,A006,Coherent recursion,research_program/article_006_robust_epistemic/formal_result_inventory.md,Finite-horizon epistemic-institutional kernel,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 2,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): definition verified in source §5 (finite-horizon epistemic-institutional kernel: K_0=S, K_{n+1}=K_n ∩ Pre_I(K_n)); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now defined_source_object. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline. module confirmed by the CC-A002-032 compact-sampled-information-model precedent; the institutional information state Z=(B,h) with prescription authority Gamma and implementation correspondence E is the source's unique preserved architectural object (evaluation §14)"
CC-A006-006,A006,Critical operator mismatch; not verified as written,research_program/article_006_robust_epistemic/formal_result_inventory.md,Conditional sampled epistemic-institutional viability,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 2,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): theorem + proof verified in source §5 (conditional sampled epistemic-institutional viability) — NOT VERIFIED AS WRITTEN: the critical operator mismatch is real (the recursion K_{n+1}=K_n∩Pre_I(K_n) and the Tarski operator T(Q)=S∩Pre_I(Q) are not the same operator, so the fixed-point claim does not follow from the displayed recursion; evaluation record §6.2); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now conditional_or_open. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. destination corrected Paper 5 → Paper 2: the kernel definition CC-A006-005 is already Paper 2 and the whole A002 sampled-kernel family (CC-A002-021/-025/-026/-033) is Paper 2; routing the kernel's fixed-point theorem to Paper 5 would split the kernel object across papers (the A011 seam pattern); the architecture's Paper 2 content explicitly includes ""robust/epistemic kernels ... sampled/hybrid restrictions""; the repair IS committed in revised_articles/A006_robust_epistemic_corrected.tex (safe-base form: K_{n+1}=T(K_n):=S∩Pre_I(K_n) with the deflationary-orbit equivalence remark) — the corrected statement is the citable one at paper time; the ω-continuity-from-above condition for the countable limit and the transfinite fallback preserved; abstract-characterization status preserved (no nonemptiness, tractability, or calibration claim)"
CC-A006-007,A006,Sound after common-space/projection clarification,research_program/article_006_robust_epistemic/formal_result_inventory.md,Information-refinement monotonicity,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 5,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-28 (A006 scientific pass; source read in full): theorem + proof verified in source §6 (information-refinement monotonicity: a controller with finer information can ignore it and implement a coarser-information strategy); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. common-space/projection clarification recorded: the inclusion IViab^{I2}_T ⊆ IViab^{I1}_T requires the two kernels represented in a common physical initial-state space or a declared map between belief-state spaces; A001's fuller information-refinement theorem is the canonical source at paper time
CC-A006-008,A006,Sound after reformulation in terms of common safe prescriptions,research_program/article_006_robust_epistemic/formal_result_inventory.md,Common-action obstruction,observation_governance_empirics,"operator I, theorem record, mapping",COUNTEREXAMPLE_OR_LIMIT,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): proposition + proof verified in source §6 (common-action obstruction: output feedback must choose one action/prescription before the uncertainty within B is resolved; no such action is robustly safe for all compatible states); module observation_governance_empirics corrected (intake: formal_foundations); mapping COUNTEREXAMPLE_OR_LIMIT confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to observation_governance_empirics (intake: formal_foundations) by cross-source family consistency: the instantaneous common-action obstruction family is CC-A001-026 (observation_governance_empirics, Paper 2); prescription-level reformulation recorded: the robust object is A_com(B,h)={a∈Γ(B,h): E(x,h,a)⊆U_safe(x) ∀x∈B} — an empty raw-action intersection does not preclude a common prescription under state-dependent implementation; A001's common-action and hidden-mode results are the stronger sources"
CC-A006-009,A006,Sound local inequality; notation and scope corrections needed,research_program/article_006_robust_epistemic/formal_result_inventory.md,Conditional observer-to-safety transfer,observation_governance_empirics,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): proposition + proof verified in source §6 (conditional observer-to-safety transfer: full-state inward margin η_i preserved whenever L_i·||X̂−X|| ≤ η_i); module observation_governance_empirics corrected (intake: formal_foundations); mapping EXACT_SPECIALIZATION confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to observation_governance_empirics (intake: formal_foundations) by cross-source family consistency: the observer/eroded-set transfer family is CC-A001-030 (observation_governance_empirics, Paper 2); dot-product notation and region/admissibility conditions recorded as required corrections; local sufficient condition only — eroded-set motivation without observer existence or estimator bounds; CC-A001-030 is the stronger source"
CC-A006-010,A006,Conditional interface result; assumptions carry substantive content,research_program/article_006_robust_epistemic/formal_result_inventory.md,Conditional compositional safety,architecture_transformation_composition,"specification, architecture, operator II, composition",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 1 or monograph introduction,"Canonical architecture, transformation, and composition",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): proposition verified in source §6 (conditional compositional safety — stated WITHOUT proof on the line; the source's own remark: ""conditional on the interface contracts; separate subsystem certificates alone do not imply network safety""); module architecture_transformation_composition confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now conditional_or_open. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. nearly all substantive work is in the hypotheses (consistently signed and routed interfaces, subsystem-assumption satisfaction, joint shared-control feasibility, nonblocking hybrid event composition); the paper-time formal sources are A001 Theorem 16.1 (restricted composition) and the A002 contract framework"
CC-A006-011,A006,Valid non-universality statement; explicit examples desirable,research_program/article_006_robust_epistemic/formal_result_inventory.md,No sign-free delay conclusion,nonlinear_dynamics,"state, model, admissible set, theorem record",COUNTEREXAMPLE_OR_LIMIT,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): proposition verified in source §8 (no sign-free delay conclusion: the scalar systems xdot=−ax−bx(t−τ) and xdot=−ax+bx(t−τ), a,b>0, have different feedback signs and different stability properties); module nonlinear_dynamics confirmed; mapping COUNTEREXAMPLE_OR_LIMIT confirmed. Evidence status now status_crosswalk_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. valid non-universality statement; no proof environment — the two sign-contrast systems are named in the statement; explicit parameter examples desirable (the evaluation's note); non-universality only — not an analysis of a particular sampled institution, distributed delay, non-minimum-phase plant, or ecological system (the source's own remark)"
CC-A006-012,A006,Sound with attainment/closure caveat,research_program/article_006_robust_epistemic/formal_result_inventory.md,Information value,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 5,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): remark/template verified in source §7 (robust information value V_T^I = sup inf min q under well-posedness; the refinement difference is a safety-margin value of information); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now status_crosswalk_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. attainment/closure caveat preserved: a nonnegative value is equivalent to finite-horizon robust safety only when the supremum is attained or the relevant viability closure is used; safety-margin value of information, not an entropy metric"
CC-A006-013,A006,Sound and aligned with Article 001,research_program/article_006_robust_epistemic/formal_result_inventory.md,Informational recovery,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 5,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): remark/template verified in source §7 (informational recovery: a strategy keeps the trajectory in the emergency envelope E_X until T and reaches (B_T,h_T) ∈ K_∞); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now status_crosswalk_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. physical recoverability does not imply institutional recoverability (the viable-information-state requirement) — the template's preserved content; destination Paper 5 consistent with the CC-A001-013 information-monotonicity-of-recovery precedent"
CC-A006-014,A006,Sound conditional dual-control template,research_program/article_006_robust_epistemic/formal_result_inventory.md,Safe learning,observation_governance_empirics,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-28 (A006 scientific pass; source read in full): remark/template verified in source §7 (safe learning: an action is safely informative only if tube-safe and contracting a declared belief-size functional for every compatible observation branch); module observation_governance_empirics corrected (intake: formal_foundations); mapping EXACT_SPECIALIZATION confirmed. Evidence status now conditional_or_open. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to observation_governance_empirics (intake: formal_foundations) by cross-source family consistency: belief/learning objects are the CC-A001-006 information-contraction and CC-A001-094 adaptive-learning families (observation_governance_empirics); a domain-specific dual-control problem — learning is not presumed harmless; destination Paper 2 unchanged
CC-A006-015,A006,Sound under aligned dynamics/information/uncertainty,research_program/article_006_robust_epistemic/formal_result_inventory.md,Normative monotonicity,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 5,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-28 (A006 scientific pass; source read in full): remark verified in source §7 (normative monotonicity: C_X(λ1)⊆C_X(λ2) and A(·;λ1)⊆A(·;λ2) give nested viability kernels in the same direction under aligned dynamics/information/uncertainty); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now status_crosswalk_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. valid monotonicity result; exposes feasibility consequences of normative choices without purporting to derive or justify them (the source's own scope discipline)
CC-A006-016,A006,Merge with Articles 002–003; class-specific conditions required,research_program/article_006_robust_epistemic/formal_result_inventory.md,RFDE/hybrid transition persistence,nonlinear_dynamics,"state, model, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-28 (A006 scientific pass; source read in full): conjecture verified in source §8 (unnumbered paragraph: persistence of a reduced hybrid/RFDE nonlinear transition requires well-posed semiflow, fast difference-operator contractivity, spectral separation, center-manifold reduction, transverse Poincaré-map conditions, regular coupling, and preservation of material feasibility and safety); module nonlinear_dynamics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now conditional_or_open. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. merge with the A002–A003 conjecture programme with class-specific conditions (the evaluation's instruction); fast difference-operator contractivity applies to particular neutral/difference formulations and is not a universal RFDE condition; the fold-orbit normal-hyperbolicity caveat (transversely but not on the fold orbit itself) preserved; module/destination consistent with the A002 conjecture rows CC-A002-042/-043/-044 (nonlinear_dynamics, Paper 4)"
CC-A007-001,A007,Compensatory reporting limit,research_program/article_007_hybrid_architecture/formal_content_inventory.md,inventory_item,unclassified_canonical_review,theorem record pending classification,APPROXIMATION,proposed_not_yet_interface_proved,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 2,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,requires_row_level_verification,Inventory-complete intake row; no status promotion. Destination routed in the Wave-0 completion pass (2026-08-26) by content review against revised_optimal_publication_architecture_A001_A025.md and routed-row precedents; row-level content verification remains pending.
