id,verdict,confidence,draft_section,draft_sentence,dep_section,deposit_proposition,paired_via,overlap,char_ratio,block_overlap,flags,notes,adjudication
D0367,supported (near-verbatim),high,3.6,The boundary discipline this proposition fixes is the ecological-economics one of Daly (1990): depletion is not loss of matter.,3.6,"The boundary discipline this proposition fixes is the ecological-economics one of Daly (1990): depletion is not loss of matter, it is loss of access to matter in the form and place that supports the service in question.",aligned passage,0.692,0.728,1.0,,,
D0368,supported (reworded),high,3.6,It is loss of access to matter in the form and place that supports the service in question.,3.6,"The boundary discipline this proposition fixes is the ecological-economics one of Daly (1990): depletion is not loss of matter, it is loss of access to matter in the form and place that supports the service in question.",aligned passage,0.538,0.594,1.0,,,
D0369,excluded: shared verbatim,n/a,3.6,The remainder of the article keeps that distinction in force.,,,identical text,1.0,1.0,,,,
D0370,excluded: shared verbatim,n/a,,**Theorem 7 (Natural-block mass identity).** *Let .,,,identical text,1.0,1.0,,,,
D0371,needs check: scope,medium,,"Along every trajectory of the closed natural block (2) with optional mining restored,*",3.6,"Then obeys along every admissible trajectory, and for every trajectory that remains inside the declared barriers If additionally and , then .",aligned passage,0.319,0.427,0.188,"needs check: scope: the sentence this one restates is conditioned by ['admissible', 'if']; the draft states it unconditionally",,
D0372,supported (reworded),high,4.1,"*i.e. mass leaves the natural block exactly at the extraction rate, plus the donor-limited mining rate.",,"Along every trajectory of the closed natural block (2) with optional mining restored,* *i.e. mass leaves the natural block exactly at the extraction rate, plus the donor-limited mining rate; under the institutional-failure specialization ( ), .",aligned passage,0.526,0.497,0.909,,,
D0373,supported (near-verbatim),high,4.1,The identity is stated for the declared harvest routing of §2.2; with a detritus-routed harvest fraction the block export is and the identity reads .*,,The identity is stated for the declared harvest routing of Section 2.2; with a detritus-routed harvest fraction the block export is and the identity reads .*,aligned passage,0.944,0.973,0.909,,,
D0374,supported (near-verbatim),high,,"The mined fraction routes out of the four-coordinate natural block; the full-ledger theorems of §4.2–4.3 record the mining column as an internal transfer between compartments outside the block — consistent because the **block** boundary, not the **ledger** boundary, is crossed.",,"The mined fraction routes out of the four-coordinate natural block; the full-ledger theorems of Sections 4.2–4.3 record the mining column as an internal transfer between compartments outside the block — consistent because the block boundary, not the ledger boundary, is crossed. □",aligned passage,0.971,0.981,0.958,,,
D0375,excluded: shared verbatim,n/a,,**Theorem 8 (Stoichiometric conservation).** *Let be the mass compartments of one resource system and the incidence matrix of its flux ledger.,,,identical text,1.0,1.0,,,,
D0376,excluded: shared verbatim,n/a,,One-way transfers are non-negative and donor-limited; net regeneration is the difference of two such primitives and is signed when .,,,identical text,1.0,1.0,,,,
D0377,excluded: shared verbatim,n/a,,"Under the unit-sum routing constraints with ,*",,,identical text,1.0,1.0,,,,
D0378,supported (near-verbatim),high,4.2,"The seven-compartment incidence claimed by Theorem 8 is displayed here — in the compartment order of its statement, with the closed block's primitive fluxes, the pattern of the six-compartment of Theorem 9 with the inert column (no outflow from the inert compartment) appended, and the harvest column split by .",4.2,"The seven-compartment incidence claimed by Theorem 8 — in the compartment order of its statement, with the closed block's primitive fluxes, the pattern of the displayed six-compartment of Theorem 9 with the inert column (no outflow from the inert compartment) appended and the harvest column split by — is displayed here.",aligned passage,1.0,0.925,1.0,,,
D0379,supported (reworded),low,4.2,"Rows ; columns gross regeneration, density-dependent return, harvest, uptake, detritus return, , , mining (to product), product retirement, inert-bound transfer (waste → inert):",4.2,"The retirement split and the inert-bound source (the absorbing stock ) are declared routing choices of this displayed instance; the incidence pattern — every primitive a two-compartment transfer, column sums zero — is the theorem's content, and no classification depends on the declared choices.","aligned passage, weak",0.111,0.05,1.0,,,
D0380,supported (reworded),high,4.2,"Every column is a two-compartment transfer under the unit-sum routing constraints, so column by column — Theorem 8's conservation, at sight.",4.2,"Every column is a two-compartment transfer under the unit-sum routing constraints, so column by column — Theorem 8's conservation, at sight — and the natural-block rows reproduce the four-row display of Section 2.2, with the harvest column now carrying its full routing ( to , to ) instead of the block-export convention of the corner.",elsewhere in the deposit,0.522,0.588,0.0,,,
D0381,supported (reworded),high,4.2,"The natural-block rows reproduce the four-row display of §2.2, with the harvest column now carrying its full routing ( to , to ) instead of the block-export convention of the corner.",4.2,"Every column is a two-compartment transfer under the unit-sum routing constraints, so column by column — Theorem 8's conservation, at sight — and the natural-block rows reproduce the four-row display of Section 2.2, with the harvest column now carrying its full routing ( to , to ) instead of the block-export convention of the corner.",elsewhere in the deposit,0.631,0.656,0.0,,,
D0382,excluded: shared verbatim,n/a,4.2,The waste-routed mining variant appends a column with in the row and in the row under the same pattern.,,,identical text,1.0,1.0,,,,
D0383,excluded: shared verbatim,n/a,4.2,"The retirement split and the inert-bound source (the absorbing stock ) are **declared routing choices of this displayed instance**; the incidence pattern — every primitive a two-compartment transfer, column sums zero — is the theorem's content, and no classification depends on the declared choices.",,,identical text,1.0,1.0,,,,
D0384,supported (near-verbatim),high,4.3,"**Theorem 9 (Six-compartment conservation).** *For the system of §2.3, ; the total mass is constant along every trajectory on which the classical solution is defined.*",4.3,"**Theorem 9 (Six-compartment conservation).** *For the system of Section 2.3, ; the total mass is constant along every trajectory on which the classical solution is defined.*",aligned passage,0.954,0.974,0.929,,,
D0385,supported (near-verbatim),high,4.3,**Two scope notes are part of the theorem.** The conservation argument applies to the *expanded typed incidence system* when quality grades are split — not automatically to an undifferentiated quality-neutral loop.,4.3,The conservation argument applies to the expanded typed incidence system when quality grades are split — not automatically to an undifferentiated quality-neutral loop.,aligned passage,0.822,0.891,0.737,,,
D0386,supported (reworded),high,4.3,"And open systems are explicit: imports, exports, atmospheric losses and cross-boundary transport enter as typed boundary fluxes, giving .",4.3,"And open systems are explicit: imports, exports, atmospheric losses, and cross-boundary transport enter as typed boundary fluxes, giving ; writing these flows explicitly is preferable to preserving a nominal invariant by allowing an unobserved or finite donor compartment to become negative.",aligned passage,0.581,0.633,0.737,,,
D0387,supported (near-verbatim),high,4.3,Writing these flows explicitly is preferable to preserving a nominal invariant by allowing an unobserved or finite donor compartment to become negative.,4.3,"And open systems are explicit: imports, exports, atmospheric losses, and cross-boundary transport enter as typed boundary fluxes, giving ; writing these flows explicitly is preferable to preserving a nominal invariant by allowing an unobserved or finite donor compartment to become negative.",aligned passage,0.616,0.696,0.737,,,
D0388,supported (reworded),high,4.3,Theorems 7–9 are three instances of the conservation lemma of Proposition 1.,4.3,Theorems 7–9 are three instances of the conservation lemma of Proposition 1 — each is the identity for a declared ledger and boundary with — differentiated only by which compartments the declaration includes.,elsewhere in the deposit,0.473,0.532,0.0,,,
D0389,supported (near-verbatim),high,4.3,"Each is the identity for a declared ledger and boundary with , differentiated only by which compartments the declaration includes.",4.3,Theorems 7–9 are three instances of the conservation lemma of Proposition 1 — each is the identity for a declared ledger and boundary with — differentiated only by which compartments the declaration includes.,elsewhere in the deposit,0.694,0.771,0.0,,,
D0390,excluded: shared verbatim,n/a,4.4,**Theorem 10 (Orthant invariance of the closed ledger).** *The non-negative orthant in is forward invariant for the closed natural block (2).*,,,identical text,1.0,1.0,,,,
D0391,supported (near-verbatim),high,4.4,"**Theorem 11 (Forward invariance of the six-compartment cone).** *Under the donor boundary assumptions of §2.3 — each primitive flux vanishes when its donor is empty, fluxes continuous in effort and locally Lipschitz in the state — is forward invariant for the six-compartment system.*",4.4,"**Theorem 11 (Forward invariance of the six-compartment cone).** *Under the donor boundary assumptions of Section 2.3 (each primitive flux vanishes when its donor is empty, fluxes continuous in effort and locally Lipschitz in the state), is forward invariant for the six-compartment system.*",aligned passage,0.969,0.982,0.955,,,
D0392,supported (reworded),medium,4.4,"Conservation and boundary admissibility are separate obligations, and the finite-donor condition carries a discipline: a target-relaxation law **does not satisfy it** unless also limited by .",3.7,"Neither construction carries certificates across on its own: the descent of a part's conservation law to the composition is exactly the agreement condition of Proposition 36, and it can fail.",elsewhere in the deposit,0.224,0.282,0.0,,,
D0393,supported (reworded),medium,4.4,"It may be used only with the source declared an effectively infinite external reservoir, in which case the system is open rather than closed.",2.2,"The geological donor is an internal state throughout — no infinite reservoir is declared — and the block boundary is crossed only by harvest (to product) and, when restored, mining (to product or waste).",elsewhere in the deposit,0.267,0.36,0.0,,,
D0394,supported (reworded),high,4.4,"The classical lineage of these statements is the compartmental-systems non-negativity theory (Jacquez and Simon, 1993).",4.4,"The classical lineage of these statements is the compartmental-systems nonnegativity theory (Jacquez and Simon, 1993); the donor-limitation condition is the exact sufficiency requirement — algebraic cancellation alone does not establish invariance.",aligned passage,0.565,0.64,0.526,,,
D0395,supported (near-verbatim),high,4.4,The donor-limitation condition is the exact sufficiency requirement — **algebraic cancellation alone does not establish invariance**.,4.4,"The classical lineage of these statements is the compartmental-systems nonnegativity theory (Jacquez and Simon, 1993); the donor-limitation condition is the exact sufficiency requirement — algebraic cancellation alone does not establish invariance.",aligned passage,0.616,0.689,0.526,,,
D0396,supported (near-verbatim),high,4.5,**Theorem 12 (No interior rest at positive effort).** *Assume (H1) is constant.,,**Theorem 12 (No interior rest at positive effort).** *Assume:*,aligned passage,0.868,0.876,0.857,,"polarity phrased differently (passage no negator, draft ['not'])",
D0397,excluded: shared verbatim,n/a,4.5,"Then a rest point of the closed natural block satisfies after restoring optional mining; with this is , hence or or .",,,identical text,1.0,1.0,,,,
D0398,excluded: shared verbatim,n/a,4.5,None of these is compatible with and : (i) and give ; (ii) and give ; (iii) forces and reduces to the extinction family of Theorem 13.,,,identical text,1.0,1.0,,,,
D0399,not a claim (signposting),high,4.5,"In particular the working point **is not** a rest point at : holds there by construction ( ), and the rest condition of the proof fails on the abiotic pair.*",,"In particular the working point is not a rest point at : holds there by construction ( ), and the rest condition of the proof below fails on the abiotic pair.*",aligned passage,0.952,0.98,0.857,,"the sentence reports what the document does, not what the world does",
D0400,supported (reworded),medium,4.5,In words: you cannot have a steady state with living stock in it while effort stays positive.,,*(H4) for almost every while stays above .*,elsewhere in the deposit,0.282,0.388,0.0,,,
D0401,supported (reworded),medium,4.5,The bookkeeping forces one pool or another to keep moving.,1.1,The size of the pool is a property of the resource.,elsewhere in the deposit,0.281,0.43,0.0,,,
D0402,supported (near-verbatim),high,4.6,"**Theorem 13 (Vanishing-extraction rest set).** *With vanishing extraction ( ), the rest points of the closed natural block (2) are **exactly** the three sets — the extinction family , the carrying-capacity family , and the frozen-biomass face ; the union symbol is retained for the two geochemical families:*",4.6,"**Theorem 13 (Vanishing-extraction rest set).** *With vanishing extraction ( ), the rest points of the closed natural block (2) are exactly the three sets — the extinction family , the carrying-capacity family , and the frozen-biomass face ; the union symbol is retained for the two geochemical families:* *where in the second family is evaluated at the solution — together with the frozen-biomass face , on which identically and the biomass is frozen at its initial value.",aligned passage,0.754,0.776,0.167,,,
D0403,supported (reworded),medium,,"*where in the second family is evaluated at the solution — together with the frozen-biomass face , on which identically and the biomass is frozen at its initial value.",4.6,"**Theorem 13 (Vanishing-extraction rest set).** *With vanishing extraction ( ), the rest points of the closed natural block (2) are exactly the three sets — the extinction family , the carrying-capacity family , and the frozen-biomass face ; the union symbol is retained for the two geochemical families:* *where in the second family is evaluated at the solution — together with the frozen-biomass face , on which identically and the biomass is frozen at its initial value.",aligned passage,0.364,0.342,1.0,,"polarity phrased differently (passage no negator, draft ['not'])",
D0404,supported (near-verbatim),high,,"With constant, no interior rest point (with ) exists (Theorem 12); the extinction face of this set persists at positive effort, because extraction vanishes identically at , and it is a boundary rest rather than an interior one.",4.6,"With constant, no interior rest point (with ) exists (Theorem 12); the extinction face of this set persists at positive effort, because extraction vanishes identically at , and it is a boundary rest rather than an interior one (Section 4.6).",aligned passage,0.964,0.975,1.0,,"polarity phrased differently (passage no negator, draft ['not'])",
D0405,excluded: shared verbatim,n/a,,"If and is imposed for , the shared active-pool ray of and is , — the endpoint is excluded, because there the donor-limited recharge vanishes and .",,,identical text,1.0,1.0,,,,
D0406,supported (near-verbatim),high,,"The constitutive laws carry no basal mortality independent of the support factor; adding one ( , stock → detritus) collapses the frozen-biomass face and does not touch Theorems 7–12 or 14.*",4.6,"The constitutive laws carry no basal mortality independent of the support factor; adding one ( , stock detritus) collapses the frozen-biomass face and does not touch Theorems 7–12 or 14.*",aligned passage,1.0,0.997,1.0,,,
D0407,excluded: shared verbatim,n/a,,**Theorem 14 (Integrable extraction).** *Assume along the trajectory (effort is non-negative; along classical solutions is Theorem 10's).,,,identical text,1.0,1.0,,,,
D0408,supported (near-verbatim),high,,"*in particular , and **no trajectory maintains extraction at the working value for all time**; with mining restored, .*",,"Then , so* *in particular , and no trajectory maintains extraction at the working value for all time; with mining restored, .*",elsewhere in the deposit,1.0,0.96,0.0,,,
D0409,excluded: shared verbatim,n/a,4.7,"This is the depletion-horizon semantics of the closed ledger in its strongest form: the donor budget is finite, and extraction is integrable against it.",,,identical text,1.0,1.0,,,,
D0410,not a claim (signposting),high,4.7,"A constant extraction flux — a comparison flux only, not a donor-limited primitive the ledger's own discipline admits as a sustained law — exhausts the budget in finite time ( reaches its lower bound no later than ), while proportional extraction need not drive to zero in finite time.",4.7,"A constant extraction flux — a comparison flux only, not a donor-limited primitive the ledger's own discipline admits as a sustained law — exhausts the budget in finite time ( reaches its lower bound no later than ), while proportional extraction need not drive to zero in finite time — the integral bound of the theorem is the whole statement, and the hitting time of may be infinite.",aligned passage,0.833,0.849,1.0,,"the sentence reports what the document does, not what the world does",
D0411,supported (reworded),medium,4.7,"The integral bound of the theorem **is** the whole statement, and the hitting time of may be infinite.",4.7,"A constant extraction flux — a comparison flux only, not a donor-limited primitive the ledger's own discipline admits as a sustained law — exhausts the budget in finite time ( reaches its lower bound no later than ), while proportional extraction need not drive to zero in finite time — the integral bound of the theorem is the whole statement, and the hitting time of may be infinite.",aligned passage,0.25,0.119,1.0,,,
D0412,supported (near-verbatim),high,4.7,This is the finite-budget fact that §9 turns into the non-reduction boundary with the open working system.,4.7,This is the finite-budget fact that Section 9 turns into the non-reduction boundary with the open working system.,aligned passage,0.934,0.962,1.0,,,
D0413,excluded: shared verbatim,n/a,4.7,"The theorem does not select among the vanishing-extraction rests of Theorem 13: integrable extraction is compatible with approach to either the extinction family or the carrying-capacity–geochemical family, and the bound alone decides nothing between them.",,,identical text,1.0,1.0,,,,
D0414,supported (near-verbatim),high,,"**Conditional Theorem 15 (Hybrid moiety balance).** *Let denote the hybrid state and its primitive-flux vector — letters local to this statement, chosen so that stays the growth rate of §2.2 and a macro parameter of §5.4.",,"**Conditional Theorem 15 (Hybrid moiety balance).** *Let denote the hybrid state and its primitive-flux vector — letters local to this statement, chosen so that stays the growth rate of Section 2.2 and a macro parameter of Section 5.4.",aligned passage,0.957,0.962,0.95,,,
D0415,supported (near-verbatim),high,,"Assume (H1) is absolutely continuous between locally finite event times, with left and right limits at events; (H2) with , separate reverse columns, and donor-limited negative boundary flows; (H3) .",,*(H1) is absolutely continuous between locally finite event times with left and right limits at events.*,aligned passage,0.633,0.697,0.95,,,
D0416,excluded: shared verbatim,n/a,4.8,"The theorem is conditional, and its jump interpretation is part of the content: an internal-transformation jump requires or a jump incidence factorization with left-kernel conservation; a boundary-crossing jump is a boundary impulse and belongs in the boundary term.",,,identical text,1.0,1.0,,,,
D0417,excluded: shared verbatim,n/a,4.8,"The **yield-routing obligation**: if a transformation is represented with a yield below one for a declared moiety, the omitted fraction must be routed to another represented compartment or a declared boundary flow — otherwise the claimed moiety balance holds only after silently dropping that moiety from .",,,identical text,1.0,1.0,,,,
D0418,excluded: shared verbatim,n/a,4.8,"And the **separation obligation**: this is the hybrid variant of Proposition 4, retained at its own conditional status; the two statements are not merged.",,,identical text,1.0,1.0,,,,
D0419,supported (reworded),high,4.9,Summing the six material equations of a ten-state admissibility template gives the exact identity,4.9,Summing the six material equations of a ten-state admissibility template gives the exact identity This is an algebraic cancellation only: it does not prove forward invariance of the six material states or physical admissibility of every term.,elsewhere in the deposit,0.54,0.573,0.0,,"polarity phrased differently (passage ['not'], draft no negator)",
D0420,supported (reworded),high,4.9,"It does **not** prove forward invariance of the six material states, or physical admissibility of every term.",4.9,Summing the six material equations of a ten-state admissibility template gives the exact identity This is an algebraic cancellation only: it does not prove forward invariance of the six material states or physical admissibility of every term.,aligned passage,0.518,0.532,1.0,,,
D0421,excluded: shared verbatim,n/a,4.9,"The ghost-sink check is part of the discipline: the same birth-transfer rate enters and with opposite signs, so material not transferred to juveniles remains in — there is no unmatched sink in the six-state ledger.",,,identical text,1.0,1.0,,,,
D0422,supported (reworded),medium,4.9,The identity is retained precisely for its discipline.,4.9,"The identity is retained precisely for its discipline: formal cancellation coexists with boundary failure elsewhere in the same template (its geological exchange is not donor-limited), and the cancellation by itself establishes nothing about admissibility.",elsewhere in the deposit,0.282,0.35,0.0,,,
D0423,supported (near-verbatim),high,4.9,"Formal cancellation coexists with boundary failure elsewhere in the same template (its geological exchange is **not** donor-limited), and the cancellation by itself establishes nothing about admissibility.",4.9,"The identity is retained precisely for its discipline: formal cancellation coexists with boundary failure elsewhere in the same template (its geological exchange is not donor-limited), and the cancellation by itself establishes nothing about admissibility.",elsewhere in the deposit,0.843,0.879,0.0,,,
D0424,excluded: shared verbatim,n/a,4.9,"Conservation (Theorems 7–9) and positivity (Theorems 10–11) are proved separately in every well-posed ledger of this article, exactly because **cancellation is cheap and admissibility is not**.",,,identical text,1.0,1.0,,,,
D0425,excluded: shared verbatim,n/a,4.9,"The template's remaining negative witnesses — a variance closure that is not realizable by a non-negative spatial distribution, and an output functional without a displayed state equation — are recorded in the supplementary material as audited admissibility failures.",,,identical text,1.0,1.0,,,,
D0426,excluded: shared verbatim,n/a,4.9,"**The closed-ledger portrait.** Theorems 7–14 assemble into a complete qualitative portrait of the closed orthant: conservation (Theorems 7–9), positivity (Theorems 10–11), no interior rest at positive effort (Theorem 12), the two-family vanishing-extraction rest set with the frozen-biomass face (Theorem 13), and the finite donor budget (Theorem 14).",,,identical text,1.0,1.0,,,,
D0427,supported (near-verbatim),high,4.9,"The portrait is the source object handed to the interface of §9: the closed system's candidate long-time set is the rest set of Theorem 13, and the budget of Theorem 14 bounds how long any positive-flux configuration can persist.",4.9,"The portrait is the source object handed to the interface of Section 9: the closed system's candidate long-time set is the rest set of Theorem 13, and the budget of Theorem 14 bounds how long any positive-flux configuration can persist.",aligned passage,0.968,0.982,1.0,,,
D0428,excluded: shared verbatim,n/a,4.9,"For industrial-ecology measurement the message is direct: a ""balanced"" closed ledger is a **finite-budget** object, and any sustained extraction against it must integrate to a quantity no greater than the initial budget.",,,identical text,1.0,1.0,,,,
D0429,excluded: shared verbatim,n/a,5,"Services are observations or feasible outputs of the physical state, not additional conserved mass.",,,identical text,1.0,1.0,,,,
D0430,supported (near-verbatim),high,5,Internal physical transfers are not services merely because they appear in a ledger.,5,"Internal physical transfers are not services merely because they appear in a ledger: a typed readout identifies the delivered flow, its boundary, and any unit conversion.",aligned passage,0.592,0.667,1.0,,,
D0431,supported (near-verbatim),high,5,"A typed readout identifies the delivered flow, its boundary, and any unit conversion.",5,"Internal physical transfers are not services merely because they appear in a ledger: a typed readout identifies the delivered flow, its boundary, and any unit conversion.",aligned passage,0.589,0.661,1.0,,,
D0432,supported (near-verbatim),high,5,"This distinction is the accounting counterpart of the ecological-economics point that a service flow — Ayres' useful-work reading, Daly's throughput-of-services reading — is not the same object as the mass that delivers it.",5,"This distinction is the accounting counterpart of the ecological-economics point that a service flow (Ayres' useful-work reading, Daly's throughput-of-services reading) is not the same object as the mass that delivers it.",aligned passage,1.0,0.995,1.0,,,
D0433,excluded: shared verbatim,n/a,,"For services indexed by , write , where denotes admissible operating or extraction choices and and the demand share service-specific units.",,,identical text,1.0,1.0,,,,
D0434,supported (reworded),high,,"Where delivered services are selected or converted ledger fluxes, the readout is linear in the primitives,",,"Where delivered services are selected or converted ledger fluxes, the readout is linear in the primitives, with every row of declaring the delivery boundary and the conversion into one service-specific unit; more general state-dependent readouts are possible.",aligned passage,0.497,0.583,1.0,,,
D0435,supported (reworded),high,,with every row of declaring the delivery boundary and the conversion into one service-specific unit.,,"Where delivered services are selected or converted ledger fluxes, the readout is linear in the primitives, with every row of declaring the delivery boundary and the conversion into one service-specific unit; more general state-dependent readouts are possible.",elsewhere in the deposit,0.503,0.558,0.0,,,
D0436,supported (reworded),medium,,More general state-dependent readouts are possible.,9,The readout of Section 6.4 inherits the consequence.,elsewhere in the deposit,0.234,0.323,0.0,,,
D0437,supported (near-verbatim),high,,and means measured supply meets measured demand for component at that instant.,,The contemporaneous component balance is and means measured supply meets measured demand for component at that instant.,elsewhere in the deposit,0.784,0.79,0.0,,,
D0438,supported (reworded),medium,,It does not by itself imply that the underlying trajectory is sustainable.,,A conservation law alone does not imply that the trajectory satisfies the barrier.,elsewhere in the deposit,0.404,0.571,0.0,,,
D0439,supported (near-verbatim),high,,"A stock can meet current demand while declining toward a threshold, and a stock below a desired level can have a positive current balance while recovering.",,"It does not by itself imply that the underlying trajectory is sustainable: a stock can meet current demand while declining toward a threshold, and a stock below a desired level can have a positive current balance while recovering.",elsewhere in the deposit,0.774,0.805,0.0,,,
D0440,excluded: shared verbatim,n/a,5.2,"**Definition 1 (Feasible balance domain).** *For an admissible operating set and a declared demand set ,*",,,identical text,1.0,1.0,,,,
D0441,supported (near-verbatim),high,5.2,The geometry of the balance domain is state dependent and inherited partly from the stock–flow model. **No unrestricted argument can replace an application-specific analysis of .** This domain is the object against which any scalar certificate claim must be checked (§10.1): a weighted sum certifies componentwise non-negativity on only through an implication proved from the physical restrictions that define the domain.,5.2,This domain is the object against which any scalar certificate claim must be checked (Section 10.1): a weighted sum certifies componentwise nonnegativity on only through an implication proved from the physical restrictions that define the domain.,aligned passage,0.666,0.72,0.6,,,
D0442,excluded: shared verbatim,n/a,5.3,Current service adequacy and regenerative feasibility are different claims.,,,identical text,1.0,1.0,,,,
D0443,excluded: shared verbatim,n/a,5.3,"Let contain the service vectors feasible through all pathways admitted by an application, and the feasible set after imposing the declared regenerative-flow, system-boundary, material-quality, and exergy or capacity restrictions.",,,identical text,1.0,1.0,,,,
D0444,excluded: shared verbatim,n/a,5.3,These correspondences are **application inputs** obtained from a typed pathway or technology model; the stock ledger alone does not construct them.,,,identical text,1.0,1.0,,,,
D0445,supported (near-verbatim),high,5.3,**Definition 2 (Directional regenerative-support fraction and gap).** *Assume (H1) ; (H2) a nonzero service direction is chosen.,5.3,**Definition 2 (Directional regenerative-support fraction and gap).** *Assume:*,aligned passage,0.683,0.751,0.6,,,
D0446,supported (near-verbatim),high,,"*The vector is the directional support gap, measured in the same service units as .",,"*Define* *The vector is the directional support gap, measured in the same service units as .",aligned passage,0.927,0.958,1.0,,,
D0447,excluded: shared verbatim,n/a,,A realized service is **support-dependent under that declaration** even when .*,,,identical text,1.0,1.0,,,,
D0448,supported (near-verbatim),high,,"Attainment requires closedness: if is not closed the supremum may not be attained, and the gap is relative to a supremal fraction, not necessarily to an achievable boundary service.",,"Attainment requires closedness: if is not closed the supremum may not be attained, and the gap is relative to a supremal fraction, not necessarily an achievable boundary service.",aligned passage,1.0,0.991,1.0,,,
D0449,supported (near-verbatim),high,,The **non-interpretation discipline** is equally part of the definition: the statement neither subtracts raw material from service nor proves that a physical stock is declining.,,The non-interpretation discipline is equally part of the definition: the statement neither subtracts raw material from service nor proves that a physical stock is declining; net depletion still requires a negative stock balance or a trajectory argument.,aligned passage,0.746,0.811,1.0,,,
D0450,supported (reworded),medium,,Net depletion still requires a negative stock balance or a trajectory argument.,,The non-interpretation discipline is equally part of the definition: the statement neither subtracts raw material from service nor proves that a physical stock is declining; net depletion still requires a negative stock balance or a trajectory argument.,aligned passage,0.375,0.294,1.0,,,
D0451,supported (near-verbatim),high,,"The provenance partition behind — renewable flow, recovered or recycled material, imports, non-renewable drawdown — never adds unlike physical units.",,"The provenance partition behind (renewable flow, recovered or recycled material, imports, non-renewable drawdown) never adds unlike physical units.",aligned passage,1.0,0.993,1.0,,,
D0452,supported (reworded),medium,5.4,On the unreduced ledger the physical deficit is the diagnostic,10.1,"On the unreduced ledger, no scalar weighting of components is authorized by the accounting itself.",elsewhere in the deposit,0.402,0.582,0.0,,,
D0453,supported (near-verbatim),high,,"with the operative extraction-law readout and the declared demand-coverage matrix mapping the moiety readout — the composition matrix of Lemma 3, **a different object from the coverage vector despite the shared letter** — into the units of that coverage vector: rows indexed by covered services, columns by moieties, entries the declared stoichiometric coefficients of the coverage convention.",5.4,"On the unreduced ledger the physical deficit is the diagnostic with the operative extraction-law readout and the declared demand-coverage matrix mapping the moiety readout — the composition matrix of Lemma 3, a different object from the coverage vector despite the shared letter — into the units of that coverage vector — rows indexed by covered services, columns by moieties, entries the declared stoichiometric coefficients of the coverage convention (the hat distinguishes the matrix from the scalar natural-block mass of Section 4.1).",aligned passage,0.788,0.84,1.0,,,
D0454,supported (reworded),low,,The hat distinguishes the matrix from the scalar natural-block mass of §4.1.,5.4,"On the unreduced ledger the physical deficit is the diagnostic with the operative extraction-law readout and the declared demand-coverage matrix mapping the moiety readout — the composition matrix of Lemma 3, a different object from the coverage vector despite the shared letter — into the units of that coverage vector — rows indexed by covered services, columns by moieties, entries the declared stoichiometric coefficients of the coverage convention (the hat distinguishes the matrix from the scalar natural-block mass of Section 4.1).",aligned passage,0.15,0.057,1.0,,,
D0455,excluded: shared verbatim,n/a,,"It does not drive the physical equations, and it is not equal to unless waste–product feedback vanishes and the service is identified with regeneration.",,,identical text,1.0,1.0,,,,
D0456,excluded: shared verbatim,n/a,,"The single-resource specialization (the omitted product, waste and price parameters of the unreduced ledger set to zero, together with ) makes that identification, and **on that class — and only on that class — the deficit collapses to the stock-decline rate.**",,,identical text,1.0,1.0,,,,
D0457,excluded: shared verbatim,n/a,5.4,"**Remark 16 (Exact specialization deficit identity).** *On every trajectory of the specialized system, and of every reduced system whose stock equation is ,*",,,identical text,1.0,1.0,,,,
D0458,supported (near-verbatim),high,5.4,"The collapse is a **property of the specialization**, not a definition of liquidation on the unreduced ledger.",5.4,"The collapse is a property of the specialization, not a definition of liquidation on the unreduced ledger; the general diagnostic remains .",aligned passage,0.792,0.867,0.7,,,
D0459,supported (reworded),high,5.4,**Decline pressure.** In the registered delay family the depletion-pressure classification is,5.4,"**Decline pressure.** In the registered delay family the depletion-pressure classification is : the memory input of the institutional dynamics is a smoothed stock-decline rate, exactly the positive part of the decline.",elsewhere in the deposit,0.51,0.59,0.0,,"polarity phrased differently (passage ['not'], draft no negator)",
D0460,supported (near-verbatim),high,5.4,"the memory input of the institutional dynamics is a smoothed stock-decline rate, exactly the positive part of the decline.",5.4,"**Decline pressure.** In the registered delay family the depletion-pressure classification is : the memory input of the institutional dynamics is a smoothed stock-decline rate, exactly the positive part of the decline.",aligned passage,0.691,0.728,1.0,,,
D0461,excluded: shared verbatim,n/a,5.4,"It is **not** a stock-level scarcity measure, **not** an unmet-consumption measure, and **not** an independently observed service deficit.",,,identical text,1.0,1.0,,,,
D0462,supported (reworded),high,,"Since as , the raw decline input vanishes near extinction while the positive baseline source of the effort law can still sustain commanded effort.",5.4,"Since as , the raw decline input vanishes near extinction while the positive baseline source of the effort law can still sustain commanded effort — the incremental decline amplification disappears, but the effort command need not; a controller intended to respond to low stock irrespective of its current rate of change requires a separately registered level-dependent channel.",elsewhere in the deposit,0.513,0.559,0.083,,,
D0463,supported (reworded),medium,,"The incremental decline amplification disappears, but the effort command need not.",6,The ledger supplies the net active-pool derivative needed to distinguish gross throughput from net decline and from a model-conditioned threshold time.,aligned passage,0.216,0.307,0.083,,,
