locator_id,source_id,source_sha256,source_label,source_title,statement_start_line,statement_end_line,proof_start_line,proof_end_line,statement_words,proof_words,proof_presence,substantive_correction_dependencies,documentation_dependencies,verification_status,source_file
TM-A002-038,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Corollary,Fibre obstruction,1985,1991,1993,2005,36,75,located,V-A002-03;V-A002-14;V-A002-15;V-A002-16,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-039,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Support-saturated logistic stock limit,2021,2039,2041,2085,165,259,located,V-A002-03;V-A002-14;V-A002-15;V-A002-16,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-040,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Logistic variance correction and curvature bound,2093,2109,2111,2152,151,251,located,V-A002-03;V-A002-14;V-A002-15;V-A002-16,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-041,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conditional theorem,Local-horizon bracket,2160,2178,2180,2202,90,189,located,V-A002-03;V-A002-17,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-042,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conditional theorem,Small-gain delay-independent stability,2216,2229,2231,2254,64,176,located,V-A002-03;V-A002-17,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-043,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conjecture,Periodic-orbit-fold persistence under typed coupling,2262,2264,,,50,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-044,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conjecture,Variable-time delayed-hybrid information kernel,2269,2271,,,67,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-045,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conjecture,Restricted delay-separation principle,2278,2280,,,47,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-046,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Empirical hypothesis,Observation aggregation,2289,2291,,,30,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-047,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Empirical hypothesis,Governance phase ordering,2295,2297,,,45,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-048,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Empirical hypothesis,Substitution certificate,2301,2303,,,36,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-049,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Research programme,"Spatial, stage, and polycentric-agent closure",2314,2316,,,150,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-050,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Research programme,"Exergy, quality grades, and nonsmooth transformation feasibility",2318,2320,,,153,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-051,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Research programme,Justice and multiscale viability,2322,2324,,,58,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-052,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Research programme,"Model selection, minimality, and limit lattice",2326,2328,,,126,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-053,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Research programme,"Structural uncertainty, robustness, and quantitative detection risk",2330,2332,,,111,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
