action_id,source,action_type,title,target,priority,status,dependencies,completion_evidence,notes
D-A021-CROSSWALK-PROMPT-SELF-AUDIT,A018+A021,verification_decision,Audit strict self-containment of A018-to-A021 crosswalk prompt,crosswalk prompt quality,high,completed,ER020-RECEIVED,research_program/prompts/A018_to_A021_crosswalk_prompt_self_containment_audit.md,Prompt was specification-complete but not evidence-self-contained; ER020 access limitation was a prompt-design consequence. Revision deferred pending joint audit batch.
D-A021-CROSSWALK-PROMPT-V2,A018+A021,implementation,Replace packet-dependent crosswalk prompt with embedded self-contained evidence dossier,parallel external crosswalk audits,critical,completed,D-A021-CROSSWALK-PROMPT-SELF-AUDIT,research_program/prompts/A018_to_A021_formal_crosswalk_prompt.md,"Prompt now embeds C3/C4/C5 equations, parameters, equilibria, characteristic/Hopf/Floquet evidence, model distinctions, genuine missing data, theorem limits, outputs, and failure criteria."
ER021-RECEIVED,ER021,external_review,Receive and inventory second parallel audit of A018-to-A021 crosswalk,joint crosswalk audit adjudication,high,completed,ALL-A021-CROSSWALK-AUDITS-RECEIVED,research_program/external_reviews/ER021_A018_A021_crosswalk_parallel_2/normalized_capture.md; research_program/external_reviews/ER021_A018_A021_crosswalk_parallel_2/point_inventory.md,"Receipt only. Audit appears based on superseded packet-dependent prompt; retain safeguards, not access claims."
ER022-RECEIVED,ER022,external_review,Receive and inventory third parallel audit of A018-to-A021 crosswalk,joint crosswalk audit adjudication,high,completed,ALL-A021-CROSSWALK-AUDITS-RECEIVED,research_program/external_reviews/ER022_A018_A021_crosswalk_parallel_3/normalized_capture.md; research_program/external_reviews/ER022_A018_A021_crosswalk_parallel_3/point_inventory.md,Receipt only. Strong evidence-based crosswalk; optional source remark deferred to joint review.
ER023-RECEIVED,ER023,external_review,Receive and inventory fourth parallel audit of A018-to-A021 crosswalk,joint crosswalk audit adjudication,high,completed,ALL-A021-CROSSWALK-AUDITS-RECEIVED,research_program/external_reviews/ER023_A018_A021_crosswalk_parallel_4/normalized_capture.md; research_program/external_reviews/ER023_A018_A021_crosswalk_parallel_4/point_inventory.md,Receipt only. Evidence-based C4 crosswalk and optional remark; implementation deferred.
ER024-RECEIVED,ER024,external_review,Receive and inventory fifth parallel audit of A018-to-A021 crosswalk,joint crosswalk audit adjudication,high,completed,ALL-A021-CROSSWALK-AUDITS-RECEIVED,research_program/external_reviews/ER024_A018_A021_crosswalk_parallel_5/normalized_capture.md; research_program/external_reviews/ER024_A018_A021_crosswalk_parallel_5/point_inventory.md,"Receipt only. Architectural mapping retained; equilibrium NAIM, equation alteration, foliation, and Hopf overclaims flagged."
ER025-RECEIVED,ER025,external_review,Receive and inventory sixth parallel audit of A018-to-A021 crosswalk,joint crosswalk audit adjudication,high,completed,ALL-A021-CROSSWALK-AUDITS-RECEIVED,research_program/external_reviews/ER025_A018_A021_crosswalk_parallel_6/normalized_capture.md; research_program/external_reviews/ER025_A018_A021_crosswalk_parallel_6/point_inventory.md,"Receipt only. Strong conservative crosswalk; DT(0), history, and parity wording corrections flagged."
D-A021-C4-PERIODIC-NAIM-NUMERICAL,A018+A021,verification_decision,Execute numerical C4 periodic-NAIM verification route,positive-dimensional A021 binding candidate,critical,completed,D-A021-INTERNAL-CROSSWALK-ATTEMPT,research_program/article_A021_liebig_graph/c4_periodic_naim_verification_attempt.md; research_program/article_A021_liebig_graph/computations/c4_naim_numerical_summary.json; research_program/article_A021_liebig_graph/computations/c4_bunching_discrete.json; research_program/article_A021_liebig_graph/computations/c4_equilibrium_tau4p5_spectrum.json,"Selected gated C4 tau=4.5 cycle; reproduced orbit and converged discrete Floquet multiplier 0.68769; numerical NAIM candidate established, rigorous continuum/coupling/theorem obligations remain."
D-A021-MINIMAL-TWOBLOCK-SCAFFOLD,A018+A021,verification_decision,Define minimal two-block periodic-NAIM scaffold and quantitative bunching target,concrete unperturbed A021 product candidate,critical,completed,D-A021-C4-PERIODIC-NAIM-NUMERICAL,research_program/article_A021_liebig_graph/minimal_two_block_periodic_naim_scaffold.md; research_program/article_A021_liebig_graph/computations/c4_equilibrium_tau10_exact_roots.json; research_program/article_A021_liebig_graph/computations/c4_equilibrium_tau10_projection.json,Selected binding C4 tau=4.5 cycle and slack C4 tau=10 equilibrium on common max-delay space; refined slack roots and derived prefactor-dependent bunching thresholds. Coupling and rigorous continuum bounds remain open.
D-A021-SLACK-ROOT-COUNT,A018+A021,verification_decision,Count rightmost slack characteristic roots for two-block scaffold,slack normal-rate verification,critical,completed,D-A021-MINIMAL-TWOBLOCK-SCAFFOLD,research_program/article_A021_liebig_graph/slack_root_count_verification.md; research_program/article_A021_liebig_graph/computations/c4_slack_tau10_argument_count.json; research_program/article_A021_liebig_graph/computations/c4_equilibrium_tau10_exact_roots.json,Analytic exterior bound plus 70-digit mesh-converged argument principle counts isolate the unique rightmost pair; interval enclosure remains open.
D-A021-BINDING-FLOQUET-CONVERGENCE,A018+A021,verification_decision,Quantify binding C4 Floquet discretization convergence,binding periodic normal-spectrum verification,critical,completed,D-A021-C4-PERIODIC-NAIM-NUMERICAL,research_program/article_A021_liebig_graph/binding_floquet_convergence_assessment.md; research_program/article_A021_liebig_graph/computations/c4_floquet_convergence_envelope.json,"Three-level full-history monodromy convergence gives empirical rho interval [0.687639,0.687704], strictly stable; rigorous continuum enclosure remains open."
ER026-RECEIVED,ER026,external_review,Receive and inventory first parallel audit of C4 periodic-NAIM numerics,joint numerical NAIM audit adjudication,high,completed,ALL-A021-NAIM-NUMERICAL-AUDITS-RECEIVED,research_program/external_reviews/ER026_A021_C4_NAIM_numerical_parallel_1/normalized_capture.md; research_program/external_reviews/ER026_A021_C4_NAIM_numerical_parallel_1/point_inventory.md,"Receipt only. Numerical upgrade retained; floor, empirical interval, product bunching, compactness, and slack corrections flagged."
ALL-A021-NAIM-NUMERICAL-AUDITS-RECEIVED,A018+A021,external_review,Complete announced parallel-audit batch for C4 periodic-NAIM numerics,joint numerical NAIM audit adjudication,high,completed,,research_program/external_reviews/joint_audit_A021_crosswalk_numerics_ER020_ER029.md,User requested joint audit for implementation; received ER020-ER029 batch jointly closed.
ER027-RECEIVED,ER027,external_review,Receive and inventory second parallel audit of C4 periodic-NAIM numerics,joint numerical NAIM audit adjudication,high,completed,ALL-A021-NAIM-NUMERICAL-AUDITS-RECEIVED,research_program/external_reviews/ER027_A021_C4_NAIM_numerical_parallel_2/normalized_capture.md; research_program/external_reviews/ER027_A021_C4_NAIM_numerical_parallel_2/point_inventory.md,Receipt only. Strong continuum caution; passport/slack findings superseded and C4-fold/DT(0) errors flagged.
ER028-RECEIVED,ER028,external_review,Receive and inventory third parallel audit of C4 periodic-NAIM numerics,joint numerical NAIM audit adjudication,high,completed,ALL-A021-NAIM-NUMERICAL-AUDITS-RECEIVED,research_program/external_reviews/ER028_A021_C4_NAIM_numerical_parallel_3/normalized_capture.md; research_program/external_reviews/ER028_A021_C4_NAIM_numerical_parallel_3/point_inventory.md,Receipt only. Strong continuum roadmap; superseded passport/slack items and bistable/C4-fold wording flagged.
ER029-RECEIVED,ER029,external_review,Receive and inventory fourth parallel audit of C4 periodic-NAIM numerics,joint numerical NAIM audit adjudication,high,completed,ALL-A021-NAIM-NUMERICAL-AUDITS-RECEIVED,research_program/external_reviews/ER029_A021_C4_NAIM_numerical_parallel_4/normalized_capture.md; research_program/external_reviews/ER029_A021_C4_NAIM_numerical_parallel_4/point_inventory.md,Receipt only. Conservative roadmap retained; numerical and mathematical overclaims flagged.
D-A021-JOINT-09,A021+ER020-ER029,external_review_decision,Jointly adjudicate crosswalk and numerical periodic-NAIM audits,A021 source-status implementation,critical,completed,ALL-A021-CROSSWALK-AUDITS-RECEIVED;ALL-A021-NAIM-NUMERICAL-AUDITS-RECEIVED,research_program/external_reviews/joint_audit_A021_crosswalk_numerics_ER020_ER029.md; research_program/external_reviews/A021_crosswalk_numerical_joint_docket_ER020_ER029.csv,Joint content-based decision: implement C4/C5 crosswalk and caveated numerical scaffold; reject theorem promotion and audit overclaims.
I-A021-CROSSWALK-NUMERICS,A021+ER020-ER029,implementation,Implement jointly approved C4 crosswalk and numerical periodic-NAIM status,corrected A021 technical supplement,critical,completed,D-A021-JOINT-09,revised_articles/A021_liebig_graph_corrected.tex,"Added compact C4/C5 crosswalk, orbit passport, Floquet convergence, slack root count, product-rate target, and explicit non-promotion caveats."
D-A021-PRODUCT-PREFACTOR-BUNCHING,A018+A021,verification_decision,Compute finite-discrete product prefactors and direct bunching,two-block periodic NAIM domination,critical,completed,D-A021-BINDING-FLOQUET-CONVERGENCE;D-A021-SLACK-ROOT-COUNT,research_program/article_A021_liebig_graph/product_prefactor_bunching_assessment.md; research_program/article_A021_liebig_graph/computations/c4_discrete_prefactor_convergence.json; research_program/article_A021_liebig_graph/computations/c4_slack_semigroup_inf_convergence.json,Direct infinity-norm estimates include nonnormal transients; discrete product bunching fails at 25 periods and closes robustly by 35 periods (q~0.317). Continuum enclosure remains open.
D-A021-PREFACTOR-REFINEMENT,A018+A021,verification_decision,Refine slack semigroup prefactor and numerical product bunching,two-block periodic NAIM domination,critical,completed,D-A021-PRODUCT-PREFACTOR-BUNCHING,research_program/article_A021_liebig_graph/product_prefactor_bunching_assessment.md; research_program/article_A021_liebig_graph/computations/c4_slack_semigroup_convergence_extrapolation.json; revised_articles/A021_liebig_graph_corrected.tex,"MOL levels 100/200/400 extrapolate q30~0.952, q35~0.338, q40~0.116; updated caveated numerical subsection without theorem promotion."
ER030-RECEIVED,ER030,external_review,Receive and adjudicate proposed continuum enclosure and graph-transform completion,C4 periodic NAIM proof development,critical,completed,D-A021-PREFACTOR-REFINEMENT,research_program/external_reviews/ER030_A021_C4_operator_enclosure_graph_transform/normalized_capture.md; research_program/external_reviews/ER030_A021_C4_operator_enclosure_graph_transform/point_inventory.md,"Modular roadmap retained; fabricated error constants, wrong N=400 binding claim, nonnormality omission, circular projections, and theorem completion rejected."
ER031-RECEIVED,ER031,external_review,Receive and adjudicate product-bunching proof roadmap,C4 periodic NAIM proof development,high,completed,D-A021-PREFACTOR-REFINEMENT,research_program/external_reviews/ER031_A021_product_bunching_proof_roadmap/normalized_capture.md; research_program/external_reviews/ER031_A021_product_bunching_proof_roadmap/point_inventory.md,Roadmap retained; superseded passport/slack items and DT(0) wording corrected; proposed remark already implemented.
D-A021-CAP-SPECIFICATION,A018+A021,verification_decision,Prepare validated periodic-orbit and monodromy proof specification,continuum C4 periodic NAIM verification,critical,completed,D-A021-PREFACTOR-REFINEMENT;ER031-RECEIVED,research_program/article_A021_liebig_graph/c4_validated_numerics_specification.md; research_program/article_A021_liebig_graph/computations/c4_tau4p5_cap_seed.json; research_program/article_A021_liebig_graph/computations/c4_tau4p5_cap_seed.npz,"Prepared phase-corrected Fourier seed (period 370.93118, residual 6.8e-6, floor margin 0.00147554) and exact radii-polynomial/Floquet/slack/bunching acceptance specification. Actual interval execution remains open."
ER032-RECEIVED,ER032,external_review,Receive second product-bunching proof-roadmap audit,joint prefactor proof adjudication,high,completed,ER031-RECEIVED,research_program/external_reviews/ER032_A021_product_bunching_proof_parallel_2/normalized_capture.md; research_program/external_reviews/ER032_A021_product_bunching_proof_parallel_2/point_inventory.md,Second of two received and jointly assessed.
D-A021-JOINT-10,A021+ER031-ER032,external_review_decision,Jointly adjudicate two product-bunching proof roadmaps,validated numerical proof development,high,completed,ER031-RECEIVED;ER032-RECEIVED,research_program/external_reviews/joint_audit_A021_prefactor_proof_ER031_ER032.md,Roadmaps retained; superseded items corrected; no new manuscript change; validated-numerics specification controls next stage.
ER033-RECEIVED,ER033,external_review,Receive and adjudicate discrete-domination consistency audit,C4 periodic NAIM proof development,high,completed,D-A021-PREFACTOR-REFINEMENT,research_program/external_reviews/ER033_A021_discrete_domination_consistency/normalized_capture.md; research_program/external_reviews/ER033_A021_discrete_domination_consistency/point_inventory.md,"Continuum cautions retained; period/year, binding/slack grid, Ms(T), branch, period, and floor errors rejected."
ER034-RECEIVED,ER034,external_review,Receive first parallel audit of CAP specification,joint validated-numerics specification adjudication,high,completed,ALL-A021-CAP-AUDITS-RECEIVED,research_program/external_reviews/ER034_A021_CAP_spec_parallel_1/normalized_capture.md; research_program/external_reviews/ER034_A021_CAP_spec_parallel_1/point_inventory.md,First of two received. Specification approval retained provisionally; wording corrections flagged.
ALL-A021-CAP-AUDITS-RECEIVED,A018+A021,external_review,Complete two-audit batch for C4 CAP specification,joint validated-numerics specification adjudication,high,completed,,research_program/external_reviews/joint_audit_A021_CAP_spec_ER034_ER035.md,Both CAP audits received and jointly adjudicated.
ER035-RECEIVED,ER035,external_review,Receive second parallel audit of CAP specification,joint validated-numerics specification adjudication,high,completed,ER034-RECEIVED,research_program/external_reviews/ER035_A021_CAP_spec_parallel_2/normalized_capture.md; research_program/external_reviews/ER035_A021_CAP_spec_parallel_2/point_inventory.md,Second CAP audit received and jointly assessed.
D-A021-JOINT-11,A021+ER034-ER035,external_review_decision,Jointly adjudicate Fourier seed and CAP specification audits,validated numerical proof development,high,completed,ALL-A021-CAP-AUDITS-RECEIVED,research_program/external_reviews/joint_audit_A021_CAP_spec_ER034_ER035.md,Five-module specification approved for execution with corrected floor/prefactor/coupling wording; theorem promotion blocked.
I-A021-CAP-STATUS,A021+ER034-ER035,implementation,Implement approved Fourier-seed and CAP-specification status paragraph,corrected A021 technical supplement,high,completed,D-A021-JOINT-11,revised_articles/A021_liebig_graph_corrected.tex,Added numerical seed/residual/floor data and five-module CAP status with explicit interval-execution and non-promotion caveats.
D-A021-FOURIER-WEIGHT-SELECTION,A018+A021,verification_decision,Select Fourier truncation and initial analytic weight for CAP execution,C4 periodic orbit radii-polynomial preparation,critical,completed,D-A021-CAP-SPECIFICATION,research_program/article_A021_liebig_graph/fourier_weight_selection_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_weight_diagnostics.json,Initial K=80 retained. Subsequent tail-amplification analysis revises first interval weight from nu=1.05 to nu=1.01; rigorous tail remains pending.
D-A021-FOURIER-NEWTON,A018+A021,verification_decision,Solve phase-fixed finite Fourier Newton system for CAP preconditioner,C4 periodic orbit radii-polynomial execution,critical,completed,D-A021-FOURIER-WEIGHT-SELECTION,research_program/article_A021_liebig_graph/c4_fourier_newton_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_K80_newton.json; research_program/article_A021_liebig_graph/computations/c4_fourier_K80_newton.npz,K=80 phase-fixed 645-unknown system corrected to residual 1.54e-10; inverse norm and defect computed; outward-rounded radii bounds remain.
D-A021-KANTOROVICH-PRECURSOR,A018+A021,verification_decision,Compute finite K80 Newton-Kantorovich feasibility margin,C4 periodic orbit interval Newton preparation,critical,completed,D-A021-FOURIER-NEWTON,research_program/article_A021_liebig_graph/c4_kantorovich_precursor_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_K80_kantorovich_precursor.json,"Numerical B~1847.86, Y~1.29e-11, Z0~2.83e-9, directional Lmax~852.5 give h~2.04e-5; interval Hessian/tail bounds remain."
D-A021-FINITE-INTERVAL-DERIVATIVES,A018+A021,verification_decision,Compute outward interval C4 derivative bounds and finite-block Hessian budget,C4 periodic orbit radii-polynomial execution,critical,completed,D-A021-KANTOROVICH-PRECURSOR,research_program/article_A021_liebig_graph/c4_finite_block_interval_bound_assessment.md; research_program/article_A021_liebig_graph/computations/c4_interval_derivative_box.json,"Outward interval box gives F<=13.31, DF<=20.73, D2F<=1.914 and positive floor margin; conservative collocation L<=2000 keeps Kantorovich precursor <4.8e-5. Tail and outward linear algebra remain."
D-A021-FINITE-ROUNDING-BOUNDS,A018+A021,verification_decision,Bound finite Fourier inverse/residual rounding and shift sensitivities,C4 periodic orbit interval Newton preparation,critical,completed,D-A021-FINITE-INTERVAL-DERIVATIVES;D-A021-FOURIER-NEWTON,research_program/article_A021_liebig_graph/c4_finite_linear_algebra_rounding_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_K80_rounding_bounds.json,IEEE bounds give finite Z0<=2.44e-7 and Y<=1.294142e-11; conservative shift targets defined. Exact coefficient intervals and infinite tail remain.
D-A021-FINITE-RADII-TAIL-PRECURSOR,A018+A021,verification_decision,Evaluate finite radii polynomial and empirical Fourier-tail majorant,C4 periodic orbit radii-polynomial execution,critical,completed,D-A021-FINITE-ROUNDING-BOUNDS;D-A021-FINITE-INTERVAL-DERIVATIVES,research_program/article_A021_liebig_graph/c4_finite_radii_and_tail_precursor.md; research_program/article_A021_liebig_graph/computations/c4_fourier_tail_precursor.json,Finite K80 radii polynomial is strongly negative numerically; empirical q=0.85 tail suggests revise initial analytic weight to nu=1.01. Rigorous diagonal-tail majorant remains.
D-A021-TAIL-FEASIBILITY,A018+A021,verification_decision,Test K80 diagonal Fourier-tail feasibility and choose validation route,C4 periodic orbit infinite-dimensional CAP,critical,completed,D-A021-FINITE-RADII-TAIL-PRECURSOR;D-A021-FINITE-INTERVAL-DERIVATIVES,research_program/article_A021_liebig_graph/c4_tail_feasibility_and_method_pivot.md,Simple K80 diagonal tail fails (factor 15.1); even tight local bounds require K about 512. Validated collocation/Sobolev route selected over huge interval Fourier block.
D-A021-OFFGRID-RESIDUAL,A018+A021,verification_decision,Evaluate corrected Fourier orbit residual off collocation grid,validated collocation C4 periodic orbit,critical,completed,D-A021-TAIL-FEASIBILITY;D-A021-FOURIER-NEWTON,research_program/article_A021_liebig_graph/c4_validated_collocation_precursor.md; research_program/article_A021_liebig_graph/computations/c4_fourier_K80_offgrid_residual.json,Independent grids through 16384 points give continuous residual <7.87e-9; inverse-times-defect ~1.45e-5 lies far below floor margin. Continuum inverse transfer remains.
D-A021-INVERSE-CONVERGENCE,A018+A021,verification_decision,Test phase-fixed Fourier inverse convergence across truncations,validated collocation continuum inverse transfer,critical,completed,D-A021-OFFGRID-RESIDUAL;D-A021-FOURIER-NEWTON,research_program/article_A021_liebig_graph/c4_collocation_inverse_convergence_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_newton_K_convergence.json,K40/60/80/100 period and inverse norms converge; inverse remains <1848 and K100 offgrid residual 2.67e-10. Rigorous delta_L bound remains.
D-A021-OPERATOR-CONSISTENCY,A018+A021,verification_decision,Measure low-mode Fourier Jacobian inverse-transfer convergence,continuum inverse transfer for C4 periodic orbit,critical,completed,D-A021-INVERSE-CONVERGENCE;D-A021-TAIL-FEASIBILITY,research_program/article_A021_liebig_graph/c4_operator_consistency_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_operator_consistency_convergence.json; research_program/article_A021_liebig_graph/computations/c4_fourier_newton_K_convergence_latest.json,Preconditioned K-transfer defect falls from 1.76 at 40->60 to 0.00594 at 100->120; K120 inverse stable and offgrid residual 2.82e-12. Continuum tail transfer remains.
D-A021-HIGHMODE-INVERSE-TRANSFER,A018+A021,verification_decision,Extend Fourier inverse-transfer test to K160,continuum inverse transfer for C4 periodic orbit,critical,completed,D-A021-OPERATOR-CONSISTENCY,research_program/article_A021_liebig_graph/c4_high_mode_inverse_transfer_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_operator_consistency_convergence.json; research_program/article_A021_liebig_graph/computations/c4_fourier_K160_operator.npz,"K160 inverse remains 1847.71, offgrid residual 2.35e-12, and preconditioned K120->160 defect falls to 4.58e-5. Continuum tail proof remains."
D-A021-HIGHMODE-TAIL-EXTRAPOLATION,A018+A021,verification_decision,Extend Fourier operator consistency through K240 and estimate tail,continuum inverse transfer for C4 periodic orbit,critical,completed,D-A021-HIGHMODE-INVERSE-TRANSFER,research_program/article_A021_liebig_graph/c4_highmode_tail_extrapolation.md; research_program/article_A021_liebig_graph/computations/c4_fourier_operator_consistency_convergence.json,K160->200 and K200->240 preconditioned defects fall to 3.12e-5 and 2.18e-5; empirical unresolved tail allowance 1e-4. Rigorous tail proof remains.
D-A021-LINEARIZED-TAIL-THRESHOLD,A018+A021,verification_decision,Compute periodic-linearization Fourier convolution tail threshold,C4 periodic orbit continuum inverse tail,critical,completed,D-A021-HIGHMODE-TAIL-EXTRAPOLATION;D-A021-FINITE-INTERVAL-DERIVATIVES,research_program/article_A021_liebig_graph/c4_linearized_tail_threshold_assessment.md; research_program/article_A021_liebig_graph/computations/c4_linearization_fourier_decay.json,Actual periodic A/D convolution norm about 9.16 at nu=1.01 reduces diagonal-tail threshold to K~540; structured K600 plus diagonal tail recommended. Interval coefficient/tail bounds remain.
D-A021-STRUCTURED-K600-TAIL,A018+A021,verification_decision,Apply structured K600 transfer and diagonal tail,C4 periodic orbit continuum inverse tail,critical,completed,D-A021-LINEARIZED-TAIL-THRESHOLD;D-A021-HIGHMODE-TAIL-EXTRAPOLATION,research_program/article_A021_liebig_graph/c4_structured_K600_tail_assessment.md; research_program/article_A021_liebig_graph/computations/c4_fourier_structured_transfer_K240_K600.json,Structured K240->600 preconditioned defect 1.60e-6; diagonal tail factor above K600 ~0.899. Outward interval L_nu and block Neumann proof remain.
D-A021-SOBOLEV-TAIL-BOUND,A018+A021,verification_decision,Bound high-mode periodic linearization in Sobolev/collocation norm,C4 periodic orbit continuum tail,critical,completed,D-A021-STRUCTURED-K600-TAIL;D-A021-FINITE-INTERVAL-DERIVATIVES,research_program/article_A021_liebig_graph/c4_sobolev_tail_bound_assessment.md; research_program/article_A021_liebig_graph/computations/c4_tight_jacobian_interval.json,"Subdivided outward interval box gives pointwise linearization <=7.60895; periodic L2/Sobolev tail factor <=0.7475 above K600, with threshold K449. Block norm coupling remains."
D-A021-BLOCK-NEUMANN-PRECURSOR,A018+A021,verification_decision,Estimate finite-tail block Neumann contraction using sixth-derivative Fourier tail,C4 periodic orbit continuum inverse tail,critical,completed,D-A021-STRUCTURED-K600-TAIL;D-A021-SOBOLEV-TAIL-BOUND,research_program/article_A021_liebig_graph/c4_block_neumann_precursor.md; research_program/article_A021_liebig_graph/computations/c4_linearization_derivative_tail.json,"Numerical sixth-derivative tail yields low-tail coupling ~0.286, tail-low ~4.1e-8, and block contraction <0.748. Interval sixth-derivative bound remains."
D-A021-SIXTH-DERIVATIVE-COEFFICIENT,A018+A021,verification_decision,Bound sixth periodic derivative by Fourier coefficient sum,C4 periodic orbit block-Neumann tail validation,critical,completed,D-A021-BLOCK-NEUMANN-PRECURSOR,research_program/article_A021_liebig_graph/c4_sixth_derivative_coefficient_assessment.md; research_program/article_A021_liebig_graph/computations/c4_sixth_derivative_coefficient_sum.json,Coefficient sum stabilizes at 9.214e-5; factor-two target 1.843e-4 remains below required 2e-4. Interval coefficient/orbit-ball sensitivity remains.
D-A021-SIXTH-DERIVATIVE-SENSITIVITY,A018+A021,verification_decision,Test sixth-derivative bound sensitivity over expected orbit correction ball,C4 periodic orbit block-Neumann tail validation,critical,completed,D-A021-SIXTH-DERIVATIVE-COEFFICIENT;D-A021-OFFGRID-RESIDUAL,research_program/article_A021_liebig_graph/c4_sixth_derivative_orbit_ball_sensitivity.md; research_program/article_A021_liebig_graph/computations/c4_sixth_derivative_sensitivity.json,"At sup radius 2e-5, 88 perturbations change L6 by at most 1.26e-8; empirical sensitivity 6.32e-4, leaving factor-two margin. Interval all-direction bound remains."
D-A021-RIGOROUS-THEOREM-DOSSIER,A018+A021,implementation,Assemble self-contained data dossier for completing rigorous periodic-NAIM theorem,external validated-numerics and theorem completion,critical,completed,D-A021-BLOCK-NEUMANN-PRECURSOR;D-A021-CAP-SPECIFICATION,research_program/article_A021_liebig_graph/A021_rigorous_theorem_completion_data_dossier.md,"Embedded model, parameters, orbit, Floquet, slack, bunching, CAP, finite/tail bounds, missing gates, target theorem, required outputs, and reproducibility paths without relying on conversation context."
ER036-RECEIVED,ER036,external_review,Receive and correct missing raw Fourier coefficient delivery,self-contained CAP data package,high,completed,D-A021-RIGOROUS-THEOREM-DOSSIER,research_program/external_reviews/ER036_A021_missing_raw_coefficients/point_inventory.md; research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_manifest.json,Valid defect: NPZ references were insufficient. Portable K80/K120/K240 CSV coefficient arrays with one-ULP hulls exported and dossier updated.
I-A021-FOURIER-COEFFICIENT-EXPORT,A018+A021,implementation,Export raw Newton Fourier coefficients for external interval execution,self-contained CAP data package,critical,completed,ER036-RECEIVED,research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_K80.csv; research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_K120.csv; research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_K240.csv; research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_manifest.json; research_program/article_A021_liebig_graph/A021_rigorous_theorem_completion_data_dossier.md,"Exported signed-mode state coefficients, periods, one-ULP storage hulls, hashes, and reconstruction convention."
D-A021-STORAGE-HULL-INTERVAL,A018+A021,verification_decision,Interval-evaluate exported K80 coefficient storage hull,C4 periodic orbit finite radii validation,critical,completed,I-A021-FOURIER-COEFFICIENT-EXPORT;D-A021-FINITE-ROUNDING-BOUNDS,research_program/article_A021_liebig_graph/c4_storage_hull_interval_assessment.md; research_program/article_A021_liebig_graph/computations/c4_K80_storage_interval_certificate.json,"One-ULP coefficient/period hull yields Y<=3.49e-9, Z0<=4.27e-5 and negative finite radii polynomial through r=2e-7. Infinite tail/true orbit ball remain."
ER037-RECEIVED,ER037,external_review,Receive first of two CAP-deliverables audits,joint CAP deliverables adjudication,high,completed,ER038-RECEIVED,research_program/external_reviews/ER037_A021_CAP_deliverables_parallel_1/normalized_capture.md; research_program/external_reviews/ER037_A021_CAP_deliverables_parallel_1/point_inventory.md,First audit logged. Gate structure retained; finite interval/tail progress updates flagged.
ER038-RECEIVED,ER038,external_review,Receive second CAP-deliverables audit,joint CAP deliverables adjudication,high,open,,,Awaiting second announced audit.
D-A021-SELF-CONTAINED-PERSISTENCE-PROOF,A018+A021,verification_decision,Write self-contained quantitative periodic-base graph-transform theorem,generic two-block periodic NAIM persistence,critical,completed,D-A021-JOINT-10;D-A021-CAP-SPECIFICATION,research_program/article_A021_liebig_graph/generic_two_block_periodic_persistence_theorem.md,"Completed abstract time-T graph transform, C1 fiber contraction, sampled-to-semiflow, attraction, and projected-curve proof under explicit continuum/tube/C1 hypotheses. C4 application remains conditional."
SRC-A018-V18-RECEIVED,SRC-A018-V18,source_intake,Register supplied manuscript v18 and assess A021 coupling relevance,A018 version control and A021 coupling,high,completed,,uploads/manuscript_v18_dehedged.txt; research_program/article_A021_liebig_graph/manuscript_v18_coupling_assessment.md; research_program/source_registry.csv,"Hash 15b6da...; general vector Liebig equations found, but manuscript explicitly says core is not a rigorous projection, so concrete A021 f,g remain absent. Full version audit pending before canonical substitution."
D-PUB-ARCH-REASSESS-02,PROGRAM,publication_decision,Reassess optimal paper count across master corpus and A001-A025,publication architecture,critical,completed,D-GLOBAL-07;D-CROSS-04,research_program/revised_optimal_publication_architecture_A001_A025.md; research_program/cross_article_review_A001_A025.md; research_program/program_roadmap_A018_A025_evaluation.md,"Corrected overcompression: five assured papers, near-ready conditional A021 paper, conditional stage/spatial paper, later domain papers only after empirical gates."
ER039-RECEIVED,ER039,external_review,Receive first publication-strategy audit on monograph-led programme,joint publication-strategy adjudication,high,completed,ALL-PUBLICATION-STRATEGY-AUDITS-RECEIVED,research_program/external_reviews/ER039_publication_strategy_monograph_led/normalized_capture.md; research_program/external_reviews/ER039_publication_strategy_monograph_led/point_inventory.md,Strong flagship + problem-led articles + monograph + compendium proposal; canonical-schema prerequisite flagged.
D-GENERAL-THEORY-OBSTACLES-01,PROGRAM,verification_decision,Inventory remaining obstacles to a coherent general theory of sustainability,programme synthesis and publication architecture,critical,completed,D-PUB-ARCH-REASSESS-02,research_program/remaining_obstacles_to_general_theory.md,"Identified canonical-schema, concordance, notation, theorem, bridge, composition, empirical, institutional/distributive, reproducibility, novelty, and scope obstacles."
